port_fact_sk,date_key,geo_sk,event_sk,avg_wait_days,vessels_anchor,utilization_pct,congestion_level,load_timestamp
2655,20211122,6,,29.2,23,99.0,Critical,Wed May 13 12:51:38 EET 2026
2656,20211129,6,,113.0,42,99.0,Critical,Wed May 13 12:51:38 EET 2026
2657,20211206,6,,62.8,42,99.0,Critical,Wed May 13 12:51:38 EET 2026
2658,20211213,6,,64.7,72,99.0,Critical,Wed May 13 12:51:38 EET 2026
2659,20211220,6,,35.6,30,99.0,Critical,Wed May 13 12:51:38 EET 2026
2660,20211227,6,,50.5,19,99.0,Critical,Wed May 13 12:51:38 EET 2026
2661,20220103,6,22,45.1,27,99.0,Critical,Wed May 13 12:51:38 EET 2026
2662,20220110,6,22,30.0,3,99.0,Critical,Wed May 13 12:51:38 EET 2026
2663,20220117,6,22,69.5,23,99.0,Critical,Wed May 13 12:51:38 EET 2026
2664,20220124,6,22,31.4,11,99.0,Critical,Wed May 13 12:51:38 EET 2026
2665,20220131,6,22,34.7,14,99.0,Critical,Wed May 13 12:51:38 EET 2026
2666,20220207,6,22,47.6,28,99.0,Critical,Wed May 13 12:51:38 EET 2026
2667,20220214,6,22,38.2,13,99.0,Critical,Wed May 13 12:51:38 EET 2026
2668,20220221,6,22,44.9,31,99.0,Critical,Wed May 13 12:51:38 EET 2026
2669,20220228,6,22,58.8,2,99.0,Critical,Wed May 13 12:51:38 EET 2026
2670,20220307,6,22,54.9,1,99.0,Critical,Wed May 13 12:51:38 EET 2026
2671,20220314,6,22,57.2,18,99.0,Critical,Wed May 13 12:51:38 EET 2026
2672,20220321,6,22,46.5,16,99.0,Critical,Wed May 13 12:51:38 EET 2026
2673,20220328,6,22,53.9,29,99.0,Critical,Wed May 13 12:51:38 EET 2026
2674,20220404,6,22,44.1,23,99.0,Critical,Wed May 13 12:51:38 EET 2026
2675,20220411,6,22,65.9,28,99.0,Critical,Wed May 13 12:51:38 EET 2026
2676,20220418,6,22,54.1,32,99.0,Critical,Wed May 13 12:51:38 EET 2026
2677,20220425,6,22,40.7,13,99.0,Critical,Wed May 13 12:51:38 EET 2026
2678,20220502,6,22,33.9,0,99.0,Critical,Wed May 13 12:51:38 EET 2026
2679,20220509,6,22,38.2,37,99.0,Critical,Wed May 13 12:51:38 EET 2026
2680,20220516,6,22,29.6,14,99.0,Critical,Wed May 13 12:51:38 EET 2026
2681,20220523,6,22,50.5,10,99.0,Critical,Wed May 13 12:51:38 EET 2026
2682,20220530,6,22,68.2,61,99.0,Critical,Wed May 13 12:51:38 EET 2026
2683,20220606,6,22,74.0,18,99.0,Critical,Wed May 13 12:51:38 EET 2026
2684,20220613,6,22,35.9,12,99.0,Critical,Wed May 13 12:51:38 EET 2026
2685,20220620,6,22,82.5,43,99.0,Critical,Wed May 13 12:51:38 EET 2026
2686,20220627,6,22,46.5,16,99.0,Critical,Wed May 13 12:51:38 EET 2026
2687,20220704,6,22,17.1,7,94.4,Congested,Wed May 13 12:51:38 EET 2026
2688,20220711,6,22,16.9,11,87.2,Congested,Wed May 13 12:51:38 EET 2026
2689,20220718,6,22,19.5,12,99.0,Critical,Wed May 13 12:51:38 EET 2026
2690,20220725,6,22,15.0,3,82.8,Congested,Wed May 13 12:51:38 EET 2026
2691,20220801,6,22,16.3,10,81.5,Congested,Wed May 13 12:51:38 EET 2026
2692,20220808,6,22,25.3,11,99.0,Critical,Wed May 13 12:51:38 EET 2026
2693,20220815,6,22,8.9,2,53.6,Normal,Wed May 13 12:51:38 EET 2026
2694,20220822,6,22,16.8,0,87.2,Congested,Wed May 13 12:51:38 EET 2026
2695,20220829,6,22,22.1,3,99.0,Critical,Wed May 13 12:51:38 EET 2026
2696,20220905,6,22,14.0,0,77.4,Busy,Wed May 13 12:51:38 EET 2026
2697,20220912,6,22,21.9,15,99.0,Critical,Wed May 13 12:51:38 EET 2026
2698,20220919,6,22,17.7,8,97.6,Critical,Wed May 13 12:51:38 EET 2026
2699,20220926,6,22,8.9,7,50.8,Normal,Wed May 13 12:51:38 EET 2026
2700,20221003,6,22,21.3,8,99.0,Critical,Wed May 13 12:51:38 EET 2026
2701,20221010,6,22,21.6,6,99.0,Critical,Wed May 13 12:51:38 EET 2026
2702,20221017,6,22,18.1,8,99.0,Critical,Wed May 13 12:51:38 EET 2026
2703,20221024,6,22,16.8,9,87.5,Congested,Wed May 13 12:51:38 EET 2026
2704,20221031,6,22,15.6,11,89.3,Congested,Wed May 13 12:51:38 EET 2026
2705,20221107,6,22,12.6,5,65.7,Busy,Wed May 13 12:51:38 EET 2026
2706,20221114,6,22,10.6,1,63.8,Busy,Wed May 13 12:51:38 EET 2026
2707,20221121,6,22,17.3,4,92.0,Congested,Wed May 13 12:51:38 EET 2026
2708,20221128,6,22,17.3,15,95.9,Critical,Wed May 13 12:51:38 EET 2026
2709,20221205,6,22,13.4,5,75.1,Busy,Wed May 13 12:51:38 EET 2026
2710,20221212,6,22,16.7,9,99.0,Critical,Wed May 13 12:51:38 EET 2026
2711,20221219,6,22,25.2,16,99.0,Critical,Wed May 13 12:51:38 EET 2026
2712,20221226,6,22,17.9,8,99.0,Critical,Wed May 13 12:51:38 EET 2026
2713,20230102,6,,19.5,14,99.0,Critical,Wed May 13 12:51:38 EET 2026
2714,20230109,6,,24.4,16,99.0,Critical,Wed May 13 12:51:38 EET 2026
2715,20230116,6,,15.1,8,85.4,Congested,Wed May 13 12:51:38 EET 2026
2716,20230123,6,,21.3,3,99.0,Critical,Wed May 13 12:51:38 EET 2026
2717,20230130,6,,15.7,8,88.0,Congested,Wed May 13 12:51:38 EET 2026
2718,20230206,6,,21.8,6,99.0,Critical,Wed May 13 12:51:38 EET 2026
2719,20230213,6,,14.1,3,83.2,Congested,Wed May 13 12:51:38 EET 2026
2720,20230220,6,,13.4,9,73.2,Busy,Wed May 13 12:51:38 EET 2026
2721,20230227,6,,23.9,13,99.0,Critical,Wed May 13 12:51:38 EET 2026
2722,20230306,6,,15.4,6,94.9,Congested,Wed May 13 12:51:38 EET 2026
2723,20230313,6,,26.1,7,99.0,Critical,Wed May 13 12:51:38 EET 2026
2724,20230320,6,,15.5,13,85.6,Congested,Wed May 13 12:51:38 EET 2026
2725,20230327,6,,22.9,1,99.0,Critical,Wed May 13 12:51:38 EET 2026
2726,20230403,6,,17.6,6,95.3,Critical,Wed May 13 12:51:38 EET 2026
2727,20230410,6,,20.0,8,99.0,Critical,Wed May 13 12:51:38 EET 2026
2728,20230417,6,,22.4,10,99.0,Critical,Wed May 13 12:51:38 EET 2026
2729,20230424,6,,17.8,17,98.9,Critical,Wed May 13 12:51:38 EET 2026
2730,20230501,6,,23.8,9,99.0,Critical,Wed May 13 12:51:38 EET 2026
2731,20230508,6,,26.0,9,99.0,Critical,Wed May 13 12:51:38 EET 2026
2732,20230515,6,,17.6,14,98.5,Critical,Wed May 13 12:51:38 EET 2026
2733,20230522,6,,17.7,9,99.0,Critical,Wed May 13 12:51:38 EET 2026
2734,20230529,6,,12.5,3,73.2,Busy,Wed May 13 12:51:38 EET 2026
2735,20230605,6,,21.9,13,99.0,Critical,Wed May 13 12:51:38 EET 2026
2736,20230612,6,,20.7,17,99.0,Critical,Wed May 13 12:51:38 EET 2026
2737,20230619,6,,14.2,5,78.9,Busy,Wed May 13 12:51:38 EET 2026
2738,20230626,6,,11.1,4,61.9,Busy,Wed May 13 12:51:38 EET 2026
2739,20230703,6,,28.4,15,99.0,Critical,Wed May 13 12:51:38 EET 2026
2740,20230710,6,,22.4,6,99.0,Critical,Wed May 13 12:51:38 EET 2026
2741,20230717,6,,12.8,8,76.7,Busy,Wed May 13 12:51:38 EET 2026
2742,20230724,6,,11.2,3,57.2,Normal,Wed May 13 12:51:38 EET 2026
2743,20230731,6,,21.0,0,99.0,Critical,Wed May 13 12:51:38 EET 2026
2744,20230807,6,,19.6,10,99.0,Critical,Wed May 13 12:51:38 EET 2026
2745,20230814,6,,18.8,9,99.0,Critical,Wed May 13 12:51:38 EET 2026
2746,20230821,6,,19.3,14,99.0,Critical,Wed May 13 12:51:38 EET 2026
2747,20230828,6,,21.3,11,99.0,Critical,Wed May 13 12:51:38 EET 2026
2748,20230904,6,,29.6,20,99.0,Critical,Wed May 13 12:51:38 EET 2026
2749,20230911,6,,24.7,5,99.0,Critical,Wed May 13 12:51:38 EET 2026
2750,20230918,6,,29.1,13,99.0,Critical,Wed May 13 12:51:38 EET 2026
2751,20230925,6,,19.0,13,99.0,Critical,Wed May 13 12:51:38 EET 2026
2752,20231002,6,,16.7,8,98.2,Critical,Wed May 13 12:51:38 EET 2026
2753,20231009,6,,21.8,9,99.0,Critical,Wed May 13 12:51:38 EET 2026
2754,20231016,6,,15.5,6,87.0,Congested,Wed May 13 12:51:38 EET 2026
2755,20231023,6,,28.0,21,99.0,Critical,Wed May 13 12:51:38 EET 2026
2756,20231030,6,,15.4,15,81.6,Congested,Wed May 13 12:51:38 EET 2026
2757,20231106,6,,20.7,8,99.0,Critical,Wed May 13 12:51:38 EET 2026
2758,20231113,6,,16.5,5,97.2,Critical,Wed May 13 12:51:38 EET 2026
2759,20231120,6,,16.6,8,95.0,Congested,Wed May 13 12:51:38 EET 2026
2760,20231127,6,,23.7,4,99.0,Critical,Wed May 13 12:51:38 EET 2026
2761,20231204,6,,18.7,6,99.0,Critical,Wed May 13 12:51:38 EET 2026
2762,20231211,6,,15.6,10,83.2,Congested,Wed May 13 12:51:38 EET 2026
2763,20231218,6,,15.1,6,82.5,Congested,Wed May 13 12:51:38 EET 2026
2764,20231225,6,,24.5,19,99.0,Critical,Wed May 13 12:51:38 EET 2026
2765,20240101,6,39,15.3,10,83.2,Congested,Wed May 13 12:51:38 EET 2026
2766,20240108,6,39,19.9,17,99.0,Critical,Wed May 13 12:51:38 EET 2026
2767,20240115,6,39,17.0,8,93.8,Congested,Wed May 13 12:51:38 EET 2026
2768,20240122,6,39,27.3,18,99.0,Critical,Wed May 13 12:51:38 EET 2026
2769,20240129,6,39,16.1,0,94.0,Congested,Wed May 13 12:51:38 EET 2026
2770,20240205,6,39,18.0,9,99.0,Critical,Wed May 13 12:51:38 EET 2026
2771,20240212,6,39,21.9,13,99.0,Critical,Wed May 13 12:51:38 EET 2026
2772,20240219,6,39,13.0,11,66.7,Busy,Wed May 13 12:51:38 EET 2026
2773,20240226,6,39,13.6,4,75.8,Busy,Wed May 13 12:51:38 EET 2026
2774,20240304,6,39,25.2,14,99.0,Critical,Wed May 13 12:51:38 EET 2026
2775,20240311,6,39,25.6,18,99.0,Critical,Wed May 13 12:51:38 EET 2026
2776,20240318,6,39,21.3,12,99.0,Critical,Wed May 13 12:51:38 EET 2026
2777,20240325,6,39,15.1,12,86.4,Congested,Wed May 13 12:51:38 EET 2026
2778,20240401,6,39,16.6,6,92.9,Congested,Wed May 13 12:51:38 EET 2026
2779,20240408,6,39,14.2,2,81.3,Congested,Wed May 13 12:51:38 EET 2026
2780,20240415,6,39,19.4,11,99.0,Critical,Wed May 13 12:51:38 EET 2026
2781,20240422,6,39,35.6,28,99.0,Critical,Wed May 13 12:51:38 EET 2026
2782,20240429,6,39,9.2,7,54.6,Normal,Wed May 13 12:51:38 EET 2026
2783,20240506,6,39,13.2,2,75.4,Busy,Wed May 13 12:51:38 EET 2026
2784,20240513,6,39,22.5,11,99.0,Critical,Wed May 13 12:51:38 EET 2026
2785,20240520,6,39,23.2,0,99.0,Critical,Wed May 13 12:51:38 EET 2026
2786,20240527,6,39,24.8,24,99.0,Critical,Wed May 13 12:51:38 EET 2026
2787,20240603,6,39,11.6,8,62.4,Busy,Wed May 13 12:51:38 EET 2026
2788,20240610,6,39,15.7,16,90.5,Congested,Wed May 13 12:51:38 EET 2026
2789,20240617,6,39,20.0,13,99.0,Critical,Wed May 13 12:51:38 EET 2026
2790,20240624,6,39,23.2,15,99.0,Critical,Wed May 13 12:51:38 EET 2026
2791,20240701,6,39,18.5,10,95.8,Critical,Wed May 13 12:51:38 EET 2026
2792,20240708,6,39,18.4,3,99.0,Critical,Wed May 13 12:51:38 EET 2026
2793,20240715,6,39,30.6,16,99.0,Critical,Wed May 13 12:51:38 EET 2026
2794,20240722,6,39,11.8,7,63.3,Busy,Wed May 13 12:51:38 EET 2026
2795,20240729,6,39,14.5,7,85.2,Congested,Wed May 13 12:51:38 EET 2026
2796,20240805,6,39,28.1,26,99.0,Critical,Wed May 13 12:51:38 EET 2026
2797,20240812,6,39,12.0,7,64.2,Busy,Wed May 13 12:51:38 EET 2026
2798,20240819,6,39,17.9,10,93.8,Congested,Wed May 13 12:51:38 EET 2026
2799,20240826,6,39,18.9,15,99.0,Critical,Wed May 13 12:51:38 EET 2026
2800,20240902,6,39,11.0,8,58.6,Normal,Wed May 13 12:51:38 EET 2026
2801,20240909,6,39,12.3,1,64.7,Busy,Wed May 13 12:51:38 EET 2026
2802,20240916,6,39,14.0,7,76.8,Busy,Wed May 13 12:51:38 EET 2026
2803,20240923,6,39,12.3,6,69.5,Busy,Wed May 13 12:51:38 EET 2026
2804,20240930,6,39,19.4,13,99.0,Critical,Wed May 13 12:51:38 EET 2026
2805,20241007,6,39,11.0,3,67.0,Busy,Wed May 13 12:51:38 EET 2026
2806,20241014,6,39,21.6,17,99.0,Critical,Wed May 13 12:51:38 EET 2026
2807,20241021,6,39,24.7,8,99.0,Critical,Wed May 13 12:51:38 EET 2026
2808,20241028,6,39,10.9,6,58.0,Normal,Wed May 13 12:51:38 EET 2026
2809,20241104,6,39,21.7,7,99.0,Critical,Wed May 13 12:51:38 EET 2026
2810,20241111,6,39,15.4,7,87.7,Congested,Wed May 13 12:51:38 EET 2026
2811,20241118,6,39,17.4,8,92.6,Congested,Wed May 13 12:51:38 EET 2026
2812,20241125,6,39,20.1,0,99.0,Critical,Wed May 13 12:51:38 EET 2026
2813,20241202,6,39,12.5,7,68.8,Busy,Wed May 13 12:51:38 EET 2026
2814,20241209,6,39,13.6,4,77.3,Busy,Wed May 13 12:51:38 EET 2026
2815,20241216,6,39,23.2,17,99.0,Critical,Wed May 13 12:51:38 EET 2026
2816,20241223,6,39,15.6,7,84.0,Congested,Wed May 13 12:51:38 EET 2026
2817,20241230,6,39,19.2,21,99.0,Critical,Wed May 13 12:51:38 EET 2026
2818,20190107,7,20,18.1,14,67.6,Busy,Wed May 13 12:51:38 EET 2026
2819,20190114,7,20,27.0,10,94.4,Congested,Wed May 13 12:51:38 EET 2026
2820,20190121,7,20,24.2,0,87.6,Congested,Wed May 13 12:51:38 EET 2026
2821,20190128,7,20,25.2,15,82.3,Congested,Wed May 13 12:51:38 EET 2026
2822,20190204,7,20,22.7,13,82.8,Congested,Wed May 13 12:51:38 EET 2026
2823,20190211,7,20,23.4,11,87.6,Congested,Wed May 13 12:51:38 EET 2026
2824,20190218,7,20,25.2,13,91.2,Congested,Wed May 13 12:51:38 EET 2026
2825,20190225,7,20,22.1,22,75.2,Busy,Wed May 13 12:51:38 EET 2026
2826,20190304,7,20,21.6,2,75.8,Busy,Wed May 13 12:51:38 EET 2026
2827,20190311,7,20,24.0,12,81.0,Congested,Wed May 13 12:51:38 EET 2026
2828,20190318,7,20,25.9,23,92.8,Congested,Wed May 13 12:51:38 EET 2026
2829,20190325,7,20,24.4,8,87.2,Congested,Wed May 13 12:51:38 EET 2026
2830,20190401,7,20,17.7,9,60.9,Busy,Wed May 13 12:51:38 EET 2026
2831,20190408,7,20,23.2,19,79.0,Busy,Wed May 13 12:51:38 EET 2026
2832,20190415,7,20,19.6,5,67.2,Busy,Wed May 13 12:51:38 EET 2026
2833,20190422,7,20,24.0,13,80.9,Congested,Wed May 13 12:51:38 EET 2026
2834,20190429,7,20,25.3,6,94.8,Congested,Wed May 13 12:51:38 EET 2026
2835,20190506,7,20,21.5,12,76.1,Busy,Wed May 13 12:51:38 EET 2026
2836,20190513,7,20,22.6,9,72.1,Busy,Wed May 13 12:51:38 EET 2026
2837,20190520,7,20,20.8,14,75.7,Busy,Wed May 13 12:51:38 EET 2026
2838,20190527,7,20,25.6,14,91.6,Congested,Wed May 13 12:51:38 EET 2026
2839,20190603,7,20,28.3,9,99.0,Critical,Wed May 13 12:51:38 EET 2026
2840,20190610,7,20,24.5,8,85.1,Congested,Wed May 13 12:51:38 EET 2026
2841,20190617,7,20,22.2,4,69.8,Busy,Wed May 13 12:51:38 EET 2026
2842,20190624,7,20,16.0,11,63.0,Busy,Wed May 13 12:51:38 EET 2026
2843,20190701,7,20,26.7,13,99.0,Critical,Wed May 13 12:51:38 EET 2026
2844,20190708,7,20,15.4,7,61.5,Busy,Wed May 13 12:51:38 EET 2026
2845,20190715,7,20,20.4,11,76.1,Busy,Wed May 13 12:51:38 EET 2026
2846,20190722,7,20,32.6,12,99.0,Critical,Wed May 13 12:51:38 EET 2026
2847,20190729,7,20,19.8,7,74.3,Busy,Wed May 13 12:51:38 EET 2026
2848,20190805,7,20,23.1,2,84.7,Congested,Wed May 13 12:51:38 EET 2026
2849,20190812,7,20,21.8,12,75.6,Busy,Wed May 13 12:51:38 EET 2026
2850,20190819,7,20,21.2,8,83.9,Congested,Wed May 13 12:51:38 EET 2026
2851,20190826,7,20,19.0,19,65.7,Busy,Wed May 13 12:51:38 EET 2026
2852,20190902,7,20,25.2,0,88.3,Congested,Wed May 13 12:51:38 EET 2026
2853,20190909,7,20,22.7,13,80.1,Congested,Wed May 13 12:51:38 EET 2026
2854,20190916,7,20,25.8,14,91.7,Congested,Wed May 13 12:51:38 EET 2026
2855,20190923,7,20,29.0,15,99.0,Critical,Wed May 13 12:51:38 EET 2026
2856,20190930,7,20,17.7,6,62.5,Busy,Wed May 13 12:51:38 EET 2026
2857,20191007,7,20,23.2,8,78.6,Busy,Wed May 13 12:51:38 EET 2026
2858,20191014,7,20,27.0,6,96.8,Critical,Wed May 13 12:51:38 EET 2026
2859,20191021,7,20,17.6,6,67.1,Busy,Wed May 13 12:51:38 EET 2026
2860,20191028,7,20,19.5,9,69.2,Busy,Wed May 13 12:51:38 EET 2026
2861,20191104,7,20,29.6,12,99.0,Critical,Wed May 13 12:51:38 EET 2026
2862,20191111,7,20,23.5,19,90.0,Congested,Wed May 13 12:51:38 EET 2026
2863,20191118,7,20,25.9,16,95.9,Critical,Wed May 13 12:51:38 EET 2026
2864,20191125,7,20,21.4,15,79.7,Busy,Wed May 13 12:51:38 EET 2026
2865,20191202,7,20,22.7,10,70.5,Busy,Wed May 13 12:51:38 EET 2026
2866,20191209,7,20,20.7,4,76.8,Busy,Wed May 13 12:51:38 EET 2026
2867,20191216,7,20,20.4,7,77.2,Busy,Wed May 13 12:51:38 EET 2026
2868,20191223,7,20,23.5,12,87.1,Congested,Wed May 13 12:51:38 EET 2026
2869,20191230,7,20,21.9,1,76.7,Busy,Wed May 13 12:51:38 EET 2026
2870,20200106,7,25,23.0,7,86.0,Congested,Wed May 13 12:51:38 EET 2026
2871,20200113,7,25,19.2,7,75.7,Busy,Wed May 13 12:51:38 EET 2026
2872,20200120,7,25,25.7,6,88.5,Congested,Wed May 13 12:51:38 EET 2026
2873,20200127,7,25,22.6,10,78.2,Busy,Wed May 13 12:51:38 EET 2026
2874,20200203,7,25,19.5,8,73.7,Busy,Wed May 13 12:51:38 EET 2026
2875,20200210,7,25,23.2,19,81.4,Congested,Wed May 13 12:51:38 EET 2026
2876,20200217,7,25,25.3,6,89.5,Congested,Wed May 13 12:51:38 EET 2026
2877,20200224,7,25,16.6,7,53.9,Normal,Wed May 13 12:51:38 EET 2026
2878,20200302,7,25,26.0,25,92.6,Congested,Wed May 13 12:51:38 EET 2026
2879,20200309,7,25,23.4,9,75.1,Busy,Wed May 13 12:51:38 EET 2026
2880,20200316,7,25,18.8,15,68.8,Busy,Wed May 13 12:51:38 EET 2026
2881,20200323,7,25,23.1,23,87.9,Congested,Wed May 13 12:51:38 EET 2026
2882,20200330,7,25,19.8,10,69.4,Busy,Wed May 13 12:51:38 EET 2026
2883,20200406,7,25,61.1,4,99.0,Critical,Wed May 13 12:51:38 EET 2026
2884,20200413,7,25,49.5,27,99.0,Critical,Wed May 13 12:51:38 EET 2026
2885,20200420,7,25,39.1,18,99.0,Critical,Wed May 13 12:51:38 EET 2026
2886,20200427,7,25,47.4,45,99.0,Critical,Wed May 13 12:51:38 EET 2026
2887,20200504,7,25,48.1,27,99.0,Critical,Wed May 13 12:51:38 EET 2026
2888,20200511,7,25,32.4,26,99.0,Critical,Wed May 13 12:51:38 EET 2026
2889,20200518,7,25,92.1,29,99.0,Critical,Wed May 13 12:51:38 EET 2026
2890,20200525,7,25,66.4,11,99.0,Critical,Wed May 13 12:51:38 EET 2026
2891,20200601,7,25,87.3,27,99.0,Critical,Wed May 13 12:51:38 EET 2026
2892,20200608,7,25,59.0,39,99.0,Critical,Wed May 13 12:51:38 EET 2026
2893,20200615,7,25,52.2,42,99.0,Critical,Wed May 13 12:51:38 EET 2026
2894,20200622,7,25,36.0,34,99.0,Critical,Wed May 13 12:51:38 EET 2026
2895,20200629,7,25,49.4,25,99.0,Critical,Wed May 13 12:51:38 EET 2026
2896,20200706,7,25,71.3,37,99.0,Critical,Wed May 13 12:51:38 EET 2026
2897,20200713,7,25,37.3,28,99.0,Critical,Wed May 13 12:51:38 EET 2026
2898,20200720,7,25,59.9,32,99.0,Critical,Wed May 13 12:51:38 EET 2026
2899,20200727,7,25,42.7,34,99.0,Critical,Wed May 13 12:51:38 EET 2026
2900,20200803,7,25,73.9,42,99.0,Critical,Wed May 13 12:51:38 EET 2026
2901,20200810,7,25,71.2,57,99.0,Critical,Wed May 13 12:51:38 EET 2026
2902,20200817,7,25,52.2,25,99.0,Critical,Wed May 13 12:51:38 EET 2026
2903,20200824,7,25,60.0,25,99.0,Critical,Wed May 13 12:51:38 EET 2026
2904,20200831,7,25,57.6,35,99.0,Critical,Wed May 13 12:51:38 EET 2026
2905,20200907,7,25,47.3,35,99.0,Critical,Wed May 13 12:51:38 EET 2026
2906,20200914,7,25,68.1,23,99.0,Critical,Wed May 13 12:51:38 EET 2026
2907,20200921,7,25,59.3,19,99.0,Critical,Wed May 13 12:51:38 EET 2026
2908,20200928,7,25,38.6,16,99.0,Critical,Wed May 13 12:51:38 EET 2026
2909,20201005,7,25,44.4,13,99.0,Critical,Wed May 13 12:51:38 EET 2026
2910,20201012,7,25,36.3,3,99.0,Critical,Wed May 13 12:51:38 EET 2026
2911,20201019,7,25,61.0,38,99.0,Critical,Wed May 13 12:51:38 EET 2026
2912,20201026,7,25,109.4,139,99.0,Critical,Wed May 13 12:51:38 EET 2026
2913,20201102,7,25,48.9,30,99.0,Critical,Wed May 13 12:51:38 EET 2026
2914,20201109,7,25,45.1,14,99.0,Critical,Wed May 13 12:51:38 EET 2026
2915,20201116,7,25,63.1,23,99.0,Critical,Wed May 13 12:51:38 EET 2026
2916,20201123,7,25,46.1,35,99.0,Critical,Wed May 13 12:51:38 EET 2026
2917,20201130,7,25,53.6,32,99.0,Critical,Wed May 13 12:51:38 EET 2026
2918,20201207,7,25,87.2,29,99.0,Critical,Wed May 13 12:51:38 EET 2026
2919,20201214,7,25,67.6,19,99.0,Critical,Wed May 13 12:51:38 EET 2026
2920,20201221,7,25,48.0,14,99.0,Critical,Wed May 13 12:51:38 EET 2026
2921,20201228,7,25,47.4,48,99.0,Critical,Wed May 13 12:51:38 EET 2026
2922,20210104,7,,51.5,22,99.0,Critical,Wed May 13 12:51:38 EET 2026
2923,20210111,7,,106.2,0,99.0,Critical,Wed May 13 12:51:38 EET 2026
2924,20210118,7,,143.3,100,99.0,Critical,Wed May 13 12:51:38 EET 2026
2925,20210125,7,,131.3,28,99.0,Critical,Wed May 13 12:51:38 EET 2026
2926,20210201,7,,88.3,52,99.0,Critical,Wed May 13 12:51:38 EET 2026
2927,20210208,7,,57.8,37,99.0,Critical,Wed May 13 12:51:38 EET 2026
2928,20210215,7,,125.4,59,99.0,Critical,Wed May 13 12:51:38 EET 2026
2929,20210222,7,,62.3,43,99.0,Critical,Wed May 13 12:51:38 EET 2026
2930,20210301,7,27,84.6,32,99.0,Critical,Wed May 13 12:51:38 EET 2026
2931,20210308,7,27,121.0,62,99.0,Critical,Wed May 13 12:51:38 EET 2026
2932,20210315,7,27,107.0,70,99.0,Critical,Wed May 13 12:51:38 EET 2026
2933,20210322,7,27,124.3,52,99.0,Critical,Wed May 13 12:51:38 EET 2026
2934,20210329,7,27,152.8,89,99.0,Critical,Wed May 13 12:51:38 EET 2026
2935,20210405,7,,143.1,60,99.0,Critical,Wed May 13 12:51:38 EET 2026
2936,20210412,7,,75.0,61,99.0,Critical,Wed May 13 12:51:38 EET 2026
2937,20210419,7,,92.6,27,99.0,Critical,Wed May 13 12:51:38 EET 2026
2938,20210426,7,,162.4,110,99.0,Critical,Wed May 13 12:51:38 EET 2026
2939,20210503,7,,105.4,51,99.0,Critical,Wed May 13 12:51:38 EET 2026
2940,20210510,7,,102.9,65,99.0,Critical,Wed May 13 12:51:38 EET 2026
2941,20210517,7,,278.0,73,99.0,Critical,Wed May 13 12:51:38 EET 2026
2942,20210524,7,,184.2,129,99.0,Critical,Wed May 13 12:51:38 EET 2026
2943,20210531,7,,171.6,101,99.0,Critical,Wed May 13 12:51:38 EET 2026
2944,20210607,7,,121.0,69,99.0,Critical,Wed May 13 12:51:38 EET 2026
2945,20210614,7,,61.4,38,99.0,Critical,Wed May 13 12:51:38 EET 2026
2946,20210621,7,,128.7,60,99.0,Critical,Wed May 13 12:51:38 EET 2026
2947,20210628,7,,171.8,148,99.0,Critical,Wed May 13 12:51:38 EET 2026
2948,20210705,7,,134.4,28,99.0,Critical,Wed May 13 12:51:38 EET 2026
2949,20210712,7,,94.4,39,99.0,Critical,Wed May 13 12:51:38 EET 2026
2950,20210719,7,,94.9,75,99.0,Critical,Wed May 13 12:51:38 EET 2026
2951,20210726,7,,74.6,49,99.0,Critical,Wed May 13 12:51:38 EET 2026
2952,20210802,7,,69.9,26,99.0,Critical,Wed May 13 12:51:38 EET 2026
2953,20210809,7,,121.0,115,99.0,Critical,Wed May 13 12:51:38 EET 2026
2954,20210816,7,,87.2,20,99.0,Critical,Wed May 13 12:51:38 EET 2026
2955,20210823,7,,35.4,8,99.0,Critical,Wed May 13 12:51:38 EET 2026
2956,20210830,7,,84.8,50,99.0,Critical,Wed May 13 12:51:38 EET 2026
2957,20210906,7,,164.4,77,99.0,Critical,Wed May 13 12:51:38 EET 2026
2958,20210913,7,,164.5,92,99.0,Critical,Wed May 13 12:51:38 EET 2026
2959,20210920,7,,59.7,26,99.0,Critical,Wed May 13 12:51:38 EET 2026
2960,20210927,7,,82.3,54,99.0,Critical,Wed May 13 12:51:38 EET 2026
2961,20211004,7,,65.8,40,99.0,Critical,Wed May 13 12:51:38 EET 2026
2962,20211011,7,,110.1,51,99.0,Critical,Wed May 13 12:51:38 EET 2026
2963,20211018,7,,151.3,159,99.0,Critical,Wed May 13 12:51:38 EET 2026
2964,20211025,7,,109.2,36,99.0,Critical,Wed May 13 12:51:38 EET 2026
2965,20211101,7,,83.3,60,99.0,Critical,Wed May 13 12:51:38 EET 2026
2966,20211108,7,,113.5,63,99.0,Critical,Wed May 13 12:51:38 EET 2026
2967,20211115,7,,94.4,36,99.0,Critical,Wed May 13 12:51:38 EET 2026
2968,20211122,7,,119.6,68,99.0,Critical,Wed May 13 12:51:38 EET 2026
2969,20211129,7,,75.3,84,99.0,Critical,Wed May 13 12:51:38 EET 2026
2970,20211206,7,,106.2,73,99.0,Critical,Wed May 13 12:51:38 EET 2026
2971,20211213,7,,65.1,41,99.0,Critical,Wed May 13 12:51:38 EET 2026
2972,20211220,7,,122.2,54,99.0,Critical,Wed May 13 12:51:38 EET 2026
2973,20211227,7,,54.7,34,99.0,Critical,Wed May 13 12:51:38 EET 2026
