port_fact_sk,date_key,geo_sk,era_sk,avg_wait_days,vessels_anchor,utilization_pct,congestion_level,load_timestamp
2869,20191230,7,3,21.9,1,76.7,Busy,Wed May 13 12:51:38 EET 2026
2870,20200106,7,4,23.0,7,86.0,Congested,Wed May 13 12:51:38 EET 2026
2871,20200113,7,4,19.2,7,75.7,Busy,Wed May 13 12:51:38 EET 2026
2872,20200120,7,4,25.7,6,88.5,Congested,Wed May 13 12:51:38 EET 2026
2873,20200127,7,4,22.6,10,78.2,Busy,Wed May 13 12:51:38 EET 2026
2874,20200203,7,4,19.5,8,73.7,Busy,Wed May 13 12:51:38 EET 2026
2875,20200210,7,4,23.2,19,81.4,Congested,Wed May 13 12:51:38 EET 2026
2876,20200217,7,4,25.3,6,89.5,Congested,Wed May 13 12:51:38 EET 2026
2877,20200224,7,4,16.6,7,53.9,Normal,Wed May 13 12:51:38 EET 2026
2878,20200302,7,4,26.0,25,92.6,Congested,Wed May 13 12:51:38 EET 2026
2879,20200309,7,4,23.4,9,75.1,Busy,Wed May 13 12:51:38 EET 2026
2880,20200316,7,4,18.8,15,68.8,Busy,Wed May 13 12:51:38 EET 2026
2881,20200323,7,4,23.1,23,87.9,Congested,Wed May 13 12:51:38 EET 2026
2882,20200330,7,4,19.8,10,69.4,Busy,Wed May 13 12:51:38 EET 2026
2883,20200406,7,4,61.1,4,99.0,Critical,Wed May 13 12:51:38 EET 2026
2884,20200413,7,4,49.5,27,99.0,Critical,Wed May 13 12:51:38 EET 2026
2885,20200420,7,4,39.1,18,99.0,Critical,Wed May 13 12:51:38 EET 2026
2886,20200427,7,4,47.4,45,99.0,Critical,Wed May 13 12:51:38 EET 2026
2887,20200504,7,4,48.1,27,99.0,Critical,Wed May 13 12:51:38 EET 2026
2888,20200511,7,4,32.4,26,99.0,Critical,Wed May 13 12:51:38 EET 2026
2889,20200518,7,4,92.1,29,99.0,Critical,Wed May 13 12:51:38 EET 2026
2890,20200525,7,4,66.4,11,99.0,Critical,Wed May 13 12:51:38 EET 2026
2891,20200601,7,4,87.3,27,99.0,Critical,Wed May 13 12:51:38 EET 2026
2892,20200608,7,4,59.0,39,99.0,Critical,Wed May 13 12:51:38 EET 2026
2893,20200615,7,4,52.2,42,99.0,Critical,Wed May 13 12:51:38 EET 2026
2894,20200622,7,4,36.0,34,99.0,Critical,Wed May 13 12:51:38 EET 2026
2895,20200629,7,4,49.4,25,99.0,Critical,Wed May 13 12:51:38 EET 2026
2896,20200706,7,4,71.3,37,99.0,Critical,Wed May 13 12:51:38 EET 2026
2897,20200713,7,4,37.3,28,99.0,Critical,Wed May 13 12:51:38 EET 2026
2898,20200720,7,4,59.9,32,99.0,Critical,Wed May 13 12:51:38 EET 2026
2899,20200727,7,4,42.7,34,99.0,Critical,Wed May 13 12:51:38 EET 2026
2900,20200803,7,4,73.9,42,99.0,Critical,Wed May 13 12:51:38 EET 2026
2901,20200810,7,4,71.2,57,99.0,Critical,Wed May 13 12:51:38 EET 2026
2902,20200817,7,4,52.2,25,99.0,Critical,Wed May 13 12:51:38 EET 2026
2903,20200824,7,4,60.0,25,99.0,Critical,Wed May 13 12:51:38 EET 2026
2904,20200831,7,4,57.6,35,99.0,Critical,Wed May 13 12:51:38 EET 2026
2905,20200907,7,4,47.3,35,99.0,Critical,Wed May 13 12:51:38 EET 2026
2906,20200914,7,4,68.1,23,99.0,Critical,Wed May 13 12:51:38 EET 2026
2907,20200921,7,4,59.3,19,99.0,Critical,Wed May 13 12:51:38 EET 2026
2908,20200928,7,4,38.6,16,99.0,Critical,Wed May 13 12:51:38 EET 2026
2909,20201005,7,4,44.4,13,99.0,Critical,Wed May 13 12:51:38 EET 2026
2910,20201012,7,4,36.3,3,99.0,Critical,Wed May 13 12:51:38 EET 2026
2911,20201019,7,4,61.0,38,99.0,Critical,Wed May 13 12:51:38 EET 2026
2912,20201026,7,4,109.4,139,99.0,Critical,Wed May 13 12:51:38 EET 2026
2913,20201102,7,4,48.9,30,99.0,Critical,Wed May 13 12:51:38 EET 2026
2914,20201109,7,4,45.1,14,99.0,Critical,Wed May 13 12:51:38 EET 2026
2915,20201116,7,4,63.1,23,99.0,Critical,Wed May 13 12:51:38 EET 2026
2916,20201123,7,4,46.1,35,99.0,Critical,Wed May 13 12:51:38 EET 2026
2917,20201130,7,4,53.6,32,99.0,Critical,Wed May 13 12:51:38 EET 2026
2918,20201207,7,4,87.2,29,99.0,Critical,Wed May 13 12:51:38 EET 2026
2919,20201214,7,4,67.6,19,99.0,Critical,Wed May 13 12:51:38 EET 2026
2920,20201221,7,4,48.0,14,99.0,Critical,Wed May 13 12:51:38 EET 2026
2921,20201228,7,4,47.4,48,99.0,Critical,Wed May 13 12:51:38 EET 2026
2922,20210104,7,4,51.5,22,99.0,Critical,Wed May 13 12:51:38 EET 2026
2923,20210111,7,4,106.2,0,99.0,Critical,Wed May 13 12:51:38 EET 2026
2924,20210118,7,4,143.3,100,99.0,Critical,Wed May 13 12:51:38 EET 2026
2925,20210125,7,4,131.3,28,99.0,Critical,Wed May 13 12:51:38 EET 2026
2926,20210201,7,4,88.3,52,99.0,Critical,Wed May 13 12:51:38 EET 2026
2927,20210208,7,4,57.8,37,99.0,Critical,Wed May 13 12:51:38 EET 2026
2928,20210215,7,4,125.4,59,99.0,Critical,Wed May 13 12:51:38 EET 2026
2929,20210222,7,4,62.3,43,99.0,Critical,Wed May 13 12:51:38 EET 2026
2930,20210301,7,4,84.6,32,99.0,Critical,Wed May 13 12:51:38 EET 2026
2931,20210308,7,4,121.0,62,99.0,Critical,Wed May 13 12:51:38 EET 2026
2932,20210315,7,4,107.0,70,99.0,Critical,Wed May 13 12:51:38 EET 2026
2933,20210322,7,4,124.3,52,99.0,Critical,Wed May 13 12:51:38 EET 2026
2934,20210329,7,4,152.8,89,99.0,Critical,Wed May 13 12:51:38 EET 2026
2935,20210405,7,4,143.1,60,99.0,Critical,Wed May 13 12:51:38 EET 2026
2936,20210412,7,4,75.0,61,99.0,Critical,Wed May 13 12:51:38 EET 2026
2937,20210419,7,4,92.6,27,99.0,Critical,Wed May 13 12:51:38 EET 2026
2938,20210426,7,4,162.4,110,99.0,Critical,Wed May 13 12:51:38 EET 2026
2939,20210503,7,4,105.4,51,99.0,Critical,Wed May 13 12:51:38 EET 2026
2940,20210510,7,4,102.9,65,99.0,Critical,Wed May 13 12:51:38 EET 2026
2941,20210517,7,4,278.0,73,99.0,Critical,Wed May 13 12:51:38 EET 2026
2942,20210524,7,4,184.2,129,99.0,Critical,Wed May 13 12:51:38 EET 2026
2943,20210531,7,4,171.6,101,99.0,Critical,Wed May 13 12:51:38 EET 2026
2944,20210607,7,4,121.0,69,99.0,Critical,Wed May 13 12:51:38 EET 2026
2945,20210614,7,4,61.4,38,99.0,Critical,Wed May 13 12:51:38 EET 2026
2946,20210621,7,4,128.7,60,99.0,Critical,Wed May 13 12:51:38 EET 2026
2947,20210628,7,4,171.8,148,99.0,Critical,Wed May 13 12:51:38 EET 2026
2948,20210705,7,4,134.4,28,99.0,Critical,Wed May 13 12:51:38 EET 2026
2949,20210712,7,4,94.4,39,99.0,Critical,Wed May 13 12:51:38 EET 2026
2950,20210719,7,4,94.9,75,99.0,Critical,Wed May 13 12:51:38 EET 2026
2951,20210726,7,4,74.6,49,99.0,Critical,Wed May 13 12:51:38 EET 2026
2952,20210802,7,4,69.9,26,99.0,Critical,Wed May 13 12:51:38 EET 2026
2953,20210809,7,4,121.0,115,99.0,Critical,Wed May 13 12:51:38 EET 2026
2954,20210816,7,4,87.2,20,99.0,Critical,Wed May 13 12:51:38 EET 2026
2955,20210823,7,4,35.4,8,99.0,Critical,Wed May 13 12:51:38 EET 2026
2956,20210830,7,4,84.8,50,99.0,Critical,Wed May 13 12:51:38 EET 2026
2957,20210906,7,4,164.4,77,99.0,Critical,Wed May 13 12:51:38 EET 2026
2958,20210913,7,4,164.5,92,99.0,Critical,Wed May 13 12:51:38 EET 2026
2959,20210920,7,4,59.7,26,99.0,Critical,Wed May 13 12:51:38 EET 2026
2960,20210927,7,4,82.3,54,99.0,Critical,Wed May 13 12:51:38 EET 2026
2961,20211004,7,4,65.8,40,99.0,Critical,Wed May 13 12:51:38 EET 2026
2962,20211011,7,4,110.1,51,99.0,Critical,Wed May 13 12:51:38 EET 2026
2963,20211018,7,4,151.3,159,99.0,Critical,Wed May 13 12:51:38 EET 2026
2964,20211025,7,4,109.2,36,99.0,Critical,Wed May 13 12:51:38 EET 2026
2965,20211101,7,4,83.3,60,99.0,Critical,Wed May 13 12:51:38 EET 2026
2966,20211108,7,4,113.5,63,99.0,Critical,Wed May 13 12:51:38 EET 2026
2967,20211115,7,4,94.4,36,99.0,Critical,Wed May 13 12:51:38 EET 2026
2968,20211122,7,4,119.6,68,99.0,Critical,Wed May 13 12:51:38 EET 2026
2969,20211129,7,4,75.3,84,99.0,Critical,Wed May 13 12:51:38 EET 2026
2970,20211206,7,4,106.2,73,99.0,Critical,Wed May 13 12:51:38 EET 2026
2971,20211213,7,4,65.1,41,99.0,Critical,Wed May 13 12:51:38 EET 2026
2972,20211220,7,4,122.2,54,99.0,Critical,Wed May 13 12:51:38 EET 2026
2973,20211227,7,4,54.7,34,99.0,Critical,Wed May 13 12:51:38 EET 2026
2974,20220103,7,4,81.1,35,99.0,Critical,Wed May 13 12:51:38 EET 2026
2975,20220110,7,4,81.6,42,99.0,Critical,Wed May 13 12:51:38 EET 2026
2976,20220117,7,4,73.3,45,99.0,Critical,Wed May 13 12:51:38 EET 2026
2977,20220124,7,4,90.2,42,99.0,Critical,Wed May 13 12:51:38 EET 2026
2978,20220131,7,4,74.0,61,99.0,Critical,Wed May 13 12:51:38 EET 2026
2979,20220207,7,4,104.4,60,99.0,Critical,Wed May 13 12:51:38 EET 2026
2980,20220214,7,4,37.0,37,99.0,Critical,Wed May 13 12:51:38 EET 2026
2981,20220221,7,4,81.1,21,99.0,Critical,Wed May 13 12:51:38 EET 2026
2982,20220228,7,4,47.8,0,99.0,Critical,Wed May 13 12:51:38 EET 2026
2983,20220307,7,4,54.3,34,99.0,Critical,Wed May 13 12:51:38 EET 2026
2984,20220314,7,4,66.8,35,99.0,Critical,Wed May 13 12:51:38 EET 2026
2985,20220321,7,4,128.3,110,99.0,Critical,Wed May 13 12:51:38 EET 2026
2986,20220328,7,4,73.1,45,99.0,Critical,Wed May 13 12:51:38 EET 2026
2987,20220404,7,4,108.1,38,99.0,Critical,Wed May 13 12:51:38 EET 2026
2988,20220411,7,4,82.1,24,99.0,Critical,Wed May 13 12:51:38 EET 2026
2989,20220418,7,4,43.3,37,99.0,Critical,Wed May 13 12:51:38 EET 2026
2990,20220425,7,4,62.5,54,99.0,Critical,Wed May 13 12:51:38 EET 2026
2991,20220502,7,4,61.3,31,99.0,Critical,Wed May 13 12:51:38 EET 2026
2992,20220509,7,4,71.0,25,99.0,Critical,Wed May 13 12:51:38 EET 2026
2993,20220516,7,4,86.7,50,99.0,Critical,Wed May 13 12:51:38 EET 2026
2994,20220523,7,4,65.5,21,99.0,Critical,Wed May 13 12:51:38 EET 2026
2995,20220530,7,4,62.7,22,99.0,Critical,Wed May 13 12:51:38 EET 2026
2996,20220606,7,4,115.4,66,99.0,Critical,Wed May 13 12:51:38 EET 2026
2997,20220613,7,4,91.2,31,99.0,Critical,Wed May 13 12:51:38 EET 2026
2998,20220620,7,4,82.0,0,99.0,Critical,Wed May 13 12:51:38 EET 2026
2999,20220627,7,4,66.0,35,99.0,Critical,Wed May 13 12:51:38 EET 2026
3000,20220704,7,4,23.3,13,69.6,Busy,Wed May 13 12:51:38 EET 2026
3001,20220711,7,4,18.4,8,72.9,Busy,Wed May 13 12:51:38 EET 2026
3002,20220718,7,4,28.9,20,99.0,Critical,Wed May 13 12:51:38 EET 2026
3003,20220725,7,4,37.4,23,99.0,Critical,Wed May 13 12:51:38 EET 2026
3004,20220801,7,4,27.2,19,95.2,Critical,Wed May 13 12:51:38 EET 2026
3005,20220808,7,4,22.9,19,82.9,Congested,Wed May 13 12:51:38 EET 2026
3006,20220815,7,4,33.7,11,99.0,Critical,Wed May 13 12:51:38 EET 2026
3007,20220822,7,4,28.7,21,99.0,Critical,Wed May 13 12:51:38 EET 2026
3008,20220829,7,4,22.7,12,82.0,Congested,Wed May 13 12:51:38 EET 2026
3009,20220905,7,4,44.2,31,99.0,Critical,Wed May 13 12:51:38 EET 2026
3010,20220912,7,4,28.1,11,99.0,Critical,Wed May 13 12:51:38 EET 2026
3011,20220919,7,4,30.0,20,99.0,Critical,Wed May 13 12:51:38 EET 2026
3012,20220926,7,4,32.8,21,99.0,Critical,Wed May 13 12:51:38 EET 2026
3013,20221003,7,4,25.1,10,86.1,Congested,Wed May 13 12:51:38 EET 2026
3014,20221010,7,4,35.2,20,99.0,Critical,Wed May 13 12:51:38 EET 2026
3015,20221017,7,4,28.4,15,96.2,Critical,Wed May 13 12:51:38 EET 2026
3016,20221024,7,4,33.8,3,99.0,Critical,Wed May 13 12:51:38 EET 2026
3017,20221031,7,4,28.8,16,99.0,Critical,Wed May 13 12:51:38 EET 2026
3018,20221107,7,4,37.0,0,99.0,Critical,Wed May 13 12:51:38 EET 2026
3019,20221114,7,4,54.6,21,99.0,Critical,Wed May 13 12:51:38 EET 2026
3020,20221121,7,4,26.6,10,91.1,Congested,Wed May 13 12:51:38 EET 2026
3021,20221128,7,4,26.7,7,96.9,Critical,Wed May 13 12:51:38 EET 2026
3022,20221205,7,4,27.4,14,94.4,Congested,Wed May 13 12:51:38 EET 2026
3023,20221212,7,4,43.6,19,99.0,Critical,Wed May 13 12:51:38 EET 2026
3024,20221219,7,4,33.3,8,99.0,Critical,Wed May 13 12:51:38 EET 2026
3025,20221226,7,4,19.0,18,73.2,Busy,Wed May 13 12:51:38 EET 2026
3026,20230102,7,5,22.4,12,73.8,Busy,Wed May 13 12:51:38 EET 2026
3027,20230109,7,5,26.4,23,90.4,Congested,Wed May 13 12:51:38 EET 2026
3028,20230116,7,5,40.8,17,99.0,Critical,Wed May 13 12:51:38 EET 2026
3029,20230123,7,5,25.8,4,85.8,Congested,Wed May 13 12:51:38 EET 2026
3030,20230130,7,5,32.7,25,99.0,Critical,Wed May 13 12:51:38 EET 2026
3031,20230206,7,5,16.5,20,60.6,Busy,Wed May 13 12:51:38 EET 2026
3032,20230213,7,5,31.8,4,99.0,Critical,Wed May 13 12:51:38 EET 2026
3033,20230220,7,5,35.0,10,99.0,Critical,Wed May 13 12:51:38 EET 2026
3034,20230227,7,5,27.4,27,96.6,Critical,Wed May 13 12:51:38 EET 2026
3035,20230306,7,5,29.3,16,98.6,Critical,Wed May 13 12:51:38 EET 2026
3036,20230313,7,5,40.2,21,99.0,Critical,Wed May 13 12:51:38 EET 2026
3037,20230320,7,5,19.6,9,70.8,Busy,Wed May 13 12:51:38 EET 2026
3038,20230327,7,5,48.2,33,99.0,Critical,Wed May 13 12:51:38 EET 2026
3039,20230403,7,5,23.2,20,85.9,Congested,Wed May 13 12:51:38 EET 2026
3040,20230410,7,5,29.8,13,99.0,Critical,Wed May 13 12:51:38 EET 2026
3041,20230417,7,5,28.3,12,99.0,Critical,Wed May 13 12:51:38 EET 2026
3042,20230424,7,5,41.4,4,99.0,Critical,Wed May 13 12:51:38 EET 2026
3043,20230501,7,5,35.4,25,99.0,Critical,Wed May 13 12:51:38 EET 2026
3044,20230508,7,5,36.9,11,99.0,Critical,Wed May 13 12:51:38 EET 2026
3045,20230515,7,5,28.9,24,99.0,Critical,Wed May 13 12:51:38 EET 2026
3046,20230522,7,5,34.6,0,99.0,Critical,Wed May 13 12:51:38 EET 2026
3047,20230529,7,5,39.2,21,99.0,Critical,Wed May 13 12:51:38 EET 2026
3048,20230605,7,5,26.3,12,94.8,Congested,Wed May 13 12:51:38 EET 2026
3049,20230612,7,5,43.5,9,99.0,Critical,Wed May 13 12:51:38 EET 2026
3050,20230619,7,5,27.5,10,97.0,Critical,Wed May 13 12:51:38 EET 2026
3051,20230626,7,5,26.2,6,97.5,Critical,Wed May 13 12:51:38 EET 2026
3052,20230703,7,5,38.2,26,99.0,Critical,Wed May 13 12:51:38 EET 2026
3053,20230710,7,5,24.8,15,85.6,Congested,Wed May 13 12:51:38 EET 2026
3054,20230717,7,5,20.9,8,76.1,Busy,Wed May 13 12:51:38 EET 2026
3055,20230724,7,5,22.6,2,88.4,Congested,Wed May 13 12:51:38 EET 2026
3056,20230731,7,5,24.2,14,94.4,Congested,Wed May 13 12:51:38 EET 2026
3057,20230807,7,5,14.8,17,45.1,Normal,Wed May 13 12:51:38 EET 2026
3058,20230814,7,5,22.4,7,80.4,Congested,Wed May 13 12:51:38 EET 2026
3059,20230821,7,5,29.0,22,99.0,Critical,Wed May 13 12:51:38 EET 2026
3060,20230828,7,5,28.7,11,99.0,Critical,Wed May 13 12:51:38 EET 2026
3061,20230904,7,5,33.8,21,99.0,Critical,Wed May 13 12:51:38 EET 2026
3062,20230911,7,5,30.7,7,99.0,Critical,Wed May 13 12:51:38 EET 2026
3063,20230918,7,5,29.3,5,99.0,Critical,Wed May 13 12:51:38 EET 2026
3064,20230925,7,5,28.6,17,99.0,Critical,Wed May 13 12:51:38 EET 2026
3065,20231002,7,5,29.2,29,99.0,Critical,Wed May 13 12:51:38 EET 2026
3066,20231009,7,5,30.7,7,99.0,Critical,Wed May 13 12:51:38 EET 2026
3067,20231016,7,5,25.7,11,87.3,Congested,Wed May 13 12:51:38 EET 2026
3068,20231023,7,5,35.2,19,99.0,Critical,Wed May 13 12:51:38 EET 2026
3069,20231030,7,5,17.4,2,58.8,Normal,Wed May 13 12:51:38 EET 2026
3070,20231106,7,5,31.9,22,99.0,Critical,Wed May 13 12:51:38 EET 2026
3071,20231113,7,5,24.4,11,86.4,Congested,Wed May 13 12:51:38 EET 2026
3072,20231120,7,5,30.5,16,99.0,Critical,Wed May 13 12:51:38 EET 2026
3073,20231127,7,5,39.1,0,99.0,Critical,Wed May 13 12:51:38 EET 2026
3074,20231204,7,5,24.6,7,94.9,Congested,Wed May 13 12:51:38 EET 2026
3075,20231211,7,5,28.8,15,99.0,Critical,Wed May 13 12:51:38 EET 2026
3076,20231218,7,5,25.1,12,96.2,Critical,Wed May 13 12:51:38 EET 2026
3077,20231225,7,5,22.9,3,81.5,Congested,Wed May 13 12:51:38 EET 2026
3078,20240101,7,5,31.6,3,99.0,Critical,Wed May 13 12:51:38 EET 2026
3079,20240108,7,5,30.0,12,99.0,Critical,Wed May 13 12:51:38 EET 2026
3080,20240115,7,5,48.3,30,99.0,Critical,Wed May 13 12:51:38 EET 2026
3081,20240122,7,5,32.4,26,99.0,Critical,Wed May 13 12:51:38 EET 2026
3082,20240129,7,5,27.4,12,99.0,Critical,Wed May 13 12:51:38 EET 2026
3083,20240205,7,5,25.6,8,87.2,Congested,Wed May 13 12:51:38 EET 2026
3084,20240212,7,5,23.5,16,85.6,Congested,Wed May 13 12:51:38 EET 2026
3085,20240219,7,5,43.9,5,99.0,Critical,Wed May 13 12:51:38 EET 2026
3086,20240226,7,5,17.7,15,66.6,Busy,Wed May 13 12:51:38 EET 2026
3087,20240304,7,5,23.3,2,92.4,Congested,Wed May 13 12:51:38 EET 2026
3088,20240311,7,5,21.7,12,70.2,Busy,Wed May 13 12:51:38 EET 2026
3089,20240318,7,5,38.1,23,99.0,Critical,Wed May 13 12:51:38 EET 2026
3090,20240325,7,5,26.6,12,91.2,Congested,Wed May 13 12:51:38 EET 2026
3091,20240401,7,5,25.5,8,94.6,Congested,Wed May 13 12:51:38 EET 2026
3092,20240408,7,5,23.5,4,82.8,Congested,Wed May 13 12:51:38 EET 2026
3093,20240415,7,5,23.0,10,81.8,Congested,Wed May 13 12:51:38 EET 2026
3094,20240422,7,5,26.5,20,95.7,Critical,Wed May 13 12:51:38 EET 2026
3095,20240429,7,5,34.4,24,99.0,Critical,Wed May 13 12:51:38 EET 2026
3096,20240506,7,5,53.1,42,99.0,Critical,Wed May 13 12:51:38 EET 2026
3097,20240513,7,5,35.5,34,99.0,Critical,Wed May 13 12:51:38 EET 2026
3098,20240520,7,5,25.0,15,87.9,Congested,Wed May 13 12:51:38 EET 2026
3099,20240527,7,5,20.9,14,74.8,Busy,Wed May 13 12:51:38 EET 2026
3100,20240603,7,5,48.4,19,99.0,Critical,Wed May 13 12:51:38 EET 2026
3101,20240610,7,5,31.2,32,99.0,Critical,Wed May 13 12:51:38 EET 2026
3102,20240617,7,5,47.4,20,99.0,Critical,Wed May 13 12:51:38 EET 2026
3103,20240624,7,5,21.7,1,75.6,Busy,Wed May 13 12:51:38 EET 2026
3104,20240701,7,5,39.9,26,99.0,Critical,Wed May 13 12:51:38 EET 2026
3105,20240708,7,5,37.1,31,99.0,Critical,Wed May 13 12:51:38 EET 2026
3106,20240715,7,5,21.6,16,83.9,Congested,Wed May 13 12:51:38 EET 2026
3107,20240722,7,5,25.6,11,89.1,Congested,Wed May 13 12:51:38 EET 2026
3108,20240729,7,5,34.9,19,99.0,Critical,Wed May 13 12:51:38 EET 2026
3109,20240805,7,5,23.9,8,82.6,Congested,Wed May 13 12:51:38 EET 2026
3110,20240812,7,5,46.5,45,99.0,Critical,Wed May 13 12:51:38 EET 2026
3111,20240819,7,5,21.1,11,71.8,Busy,Wed May 13 12:51:38 EET 2026
3112,20240826,7,5,19.9,11,67.0,Busy,Wed May 13 12:51:38 EET 2026
3113,20240902,7,5,35.1,26,99.0,Critical,Wed May 13 12:51:38 EET 2026
3114,20240909,7,5,25.2,14,93.2,Congested,Wed May 13 12:51:38 EET 2026
3115,20240916,7,5,26.0,11,96.3,Critical,Wed May 13 12:51:38 EET 2026
3116,20240923,7,5,23.5,15,81.4,Congested,Wed May 13 12:51:38 EET 2026
3117,20240930,7,5,41.6,9,99.0,Critical,Wed May 13 12:51:38 EET 2026
3118,20241007,7,5,27.6,7,99.0,Critical,Wed May 13 12:51:38 EET 2026
3119,20241014,7,5,38.0,13,99.0,Critical,Wed May 13 12:51:38 EET 2026
3120,20241021,7,5,20.0,18,72.7,Busy,Wed May 13 12:51:38 EET 2026
3121,20241028,7,5,33.1,21,99.0,Critical,Wed May 13 12:51:38 EET 2026
3122,20241104,7,5,36.4,24,99.0,Critical,Wed May 13 12:51:38 EET 2026
3123,20241111,7,5,32.3,6,99.0,Critical,Wed May 13 12:51:38 EET 2026
3124,20241118,7,5,32.3,14,99.0,Critical,Wed May 13 12:51:38 EET 2026
3125,20241125,7,5,31.6,19,99.0,Critical,Wed May 13 12:51:38 EET 2026
3126,20241202,7,5,24.5,11,86.4,Congested,Wed May 13 12:51:38 EET 2026
3127,20241209,7,5,27.8,0,99.0,Critical,Wed May 13 12:51:38 EET 2026
3128,20241216,7,5,28.7,11,98.1,Critical,Wed May 13 12:51:38 EET 2026
3129,20241223,7,5,30.1,1,99.0,Critical,Wed May 13 12:51:38 EET 2026
3130,20241230,7,5,30.9,8,99.0,Critical,Wed May 13 12:51:38 EET 2026
3131,20190107,20,3,17.6,8,91.3,Congested,Wed May 13 12:51:38 EET 2026
3132,20190114,20,3,14.3,5,75.6,Busy,Wed May 13 12:51:38 EET 2026
3133,20190121,20,3,16.5,9,93.7,Congested,Wed May 13 12:51:38 EET 2026
3134,20190128,20,3,14.7,5,81.1,Congested,Wed May 13 12:51:38 EET 2026
3135,20190204,20,3,17.3,3,95.6,Critical,Wed May 13 12:51:38 EET 2026
3136,20190211,20,3,18.6,17,99.0,Critical,Wed May 13 12:51:38 EET 2026
3137,20190218,20,3,14.1,10,81.8,Congested,Wed May 13 12:51:38 EET 2026
3138,20190225,20,3,15.2,11,84.6,Congested,Wed May 13 12:51:38 EET 2026
3139,20190304,20,3,11.1,7,62.5,Busy,Wed May 13 12:51:38 EET 2026
3140,20190311,20,3,13.3,7,72.0,Busy,Wed May 13 12:51:38 EET 2026
3141,20190318,20,3,10.8,9,60.1,Busy,Wed May 13 12:51:38 EET 2026
3142,20190325,20,3,9.7,7,56.2,Normal,Wed May 13 12:51:38 EET 2026
3143,20190401,20,3,15.9,11,89.6,Congested,Wed May 13 12:51:38 EET 2026
3144,20190408,20,3,13.2,7,78.9,Busy,Wed May 13 12:51:38 EET 2026
3145,20190415,20,3,17.5,10,98.9,Critical,Wed May 13 12:51:38 EET 2026
3146,20190422,20,3,17.9,16,96.8,Critical,Wed May 13 12:51:38 EET 2026
3147,20190429,20,3,13.8,6,68.4,Busy,Wed May 13 12:51:38 EET 2026
3148,20190506,20,3,11.9,7,61.7,Busy,Wed May 13 12:51:38 EET 2026
3149,20190513,20,3,15.2,16,80.6,Congested,Wed May 13 12:51:38 EET 2026
3150,20190520,20,3,10.7,5,57.0,Normal,Wed May 13 12:51:38 EET 2026
3151,20190527,20,3,13.0,3,67.1,Busy,Wed May 13 12:51:38 EET 2026
3152,20190603,20,3,14.2,11,80.6,Congested,Wed May 13 12:51:38 EET 2026
3153,20190610,20,3,11.2,4,65.3,Busy,Wed May 13 12:51:38 EET 2026
3154,20190617,20,3,12.3,9,66.4,Busy,Wed May 13 12:51:38 EET 2026
3155,20190624,20,3,15.1,7,81.8,Congested,Wed May 13 12:51:38 EET 2026
3156,20190701,20,3,11.9,4,70.8,Busy,Wed May 13 12:51:38 EET 2026
3157,20190708,20,3,16.2,10,87.6,Congested,Wed May 13 12:51:38 EET 2026
3158,20190715,20,3,12.2,4,64.9,Busy,Wed May 13 12:51:38 EET 2026
3159,20190722,20,3,16.2,17,87.2,Congested,Wed May 13 12:51:38 EET 2026
3160,20190729,20,3,17.8,7,99.0,Critical,Wed May 13 12:51:38 EET 2026
3161,20190805,20,3,13.9,6,74.8,Busy,Wed May 13 12:51:38 EET 2026
3162,20190812,20,3,14.1,4,74.5,Busy,Wed May 13 12:51:38 EET 2026
3163,20190819,20,3,11.3,7,64.7,Busy,Wed May 13 12:51:38 EET 2026
3164,20190826,20,3,13.9,2,80.3,Congested,Wed May 13 12:51:38 EET 2026
3165,20190902,20,3,14.6,9,78.6,Busy,Wed May 13 12:51:38 EET 2026
3166,20190909,20,3,16.2,10,87.9,Congested,Wed May 13 12:51:38 EET 2026
3167,20190916,20,3,16.9,13,91.9,Congested,Wed May 13 12:51:38 EET 2026
3168,20190923,20,3,11.5,4,69.9,Busy,Wed May 13 12:51:38 EET 2026
3169,20190930,20,3,12.8,4,69.2,Busy,Wed May 13 12:51:38 EET 2026
3170,20191007,20,3,11.6,8,63.8,Busy,Wed May 13 12:51:38 EET 2026
3171,20191014,20,3,11.7,10,71.0,Busy,Wed May 13 12:51:38 EET 2026
3172,20191021,20,3,13.2,3,69.9,Busy,Wed May 13 12:51:38 EET 2026
3173,20191028,20,3,14.0,1,87.4,Congested,Wed May 13 12:51:38 EET 2026
3174,20191104,20,3,14.1,4,77.7,Busy,Wed May 13 12:51:38 EET 2026
3175,20191111,20,3,14.0,6,81.2,Congested,Wed May 13 12:51:38 EET 2026
3176,20191118,20,3,15.6,7,87.6,Congested,Wed May 13 12:51:38 EET 2026
3177,20191125,20,3,16.3,9,90.0,Congested,Wed May 13 12:51:38 EET 2026
3178,20191202,20,3,13.8,6,76.5,Busy,Wed May 13 12:51:38 EET 2026
3179,20191209,20,3,15.7,11,94.6,Congested,Wed May 13 12:51:38 EET 2026
3180,20191216,20,3,15.5,0,89.5,Congested,Wed May 13 12:51:38 EET 2026
3181,20191223,20,3,12.1,7,64.8,Busy,Wed May 13 12:51:38 EET 2026
3182,20191230,20,3,13.0,8,68.8,Busy,Wed May 13 12:51:38 EET 2026
3183,20200106,20,4,13.2,9,77.1,Busy,Wed May 13 12:51:38 EET 2026
3184,20200113,20,4,16.4,5,92.2,Congested,Wed May 13 12:51:38 EET 2026
