trade_fact_sk,date_key,exporter_geo_sk,importer_geo_sk,era_sk,trade_category_sk,trade_value_bn_usd,yoy_growth_pct,effective_tariff_rate_pct,trade_active,supply_chain_integrated,concentration_risk
5263,20180101,21,8,3,27,49.11,10.29,2.5,1,0,0.394
5264,20190101,21,8,3,2,47.48,-3.32,2.5,1,0,0.501
5265,20190101,21,8,3,27,47.48,-3.32,2.5,1,0,0.501
5266,20200101,21,8,4,2,41.29,-13.04,2.5,1,0,0.436
5267,20200101,21,8,4,27,41.29,-13.04,2.5,1,0,0.436
5268,20210101,21,8,4,2,48.71,17.97,2.5,1,0,0.527
5269,20210101,21,8,4,27,48.71,17.97,2.5,1,0,0.527
5270,20220101,21,8,4,2,52.19,7.14,2.5,1,0,0.466
5271,20220101,21,8,4,27,52.19,7.14,2.5,1,0,0.466
5272,20230101,21,8,5,2,49.65,-4.87,2.5,1,0,0.612
5273,20230101,21,8,5,27,49.65,-4.87,2.5,1,0,0.612
5274,20240101,21,8,5,2,55.31,11.4,2.5,1,0,0.402
5275,20240101,21,8,5,27,55.31,11.4,2.5,1,0,0.402
5276,20000101,22,6,1,1,5.17,0.0,2.5,1,0,0.267
5277,20000101,22,6,1,3,5.17,0.0,2.5,1,0,0.267
5278,20000101,22,6,1,5,5.17,0.0,2.5,1,0,0.267
5279,20000101,22,6,1,17,5.17,0.0,2.5,1,0,0.267
5280,20000101,22,6,1,26,5.17,0.0,2.5,1,0,0.267
5281,20000101,22,6,1,28,5.17,0.0,2.5,1,0,0.267
5282,20000101,22,6,1,33,5.17,0.0,2.5,1,0,0.267
5283,20010101,22,6,1,1,5.34,3.29,2.5,1,0,0.471
5284,20010101,22,6,1,3,5.34,3.29,2.5,1,0,0.471
5285,20010101,22,6,1,5,5.34,3.29,2.5,1,0,0.471
5286,20010101,22,6,1,17,5.34,3.29,2.5,1,0,0.471
5287,20010101,22,6,1,26,5.34,3.29,2.5,1,0,0.471
5288,20010101,22,6,1,28,5.34,3.29,2.5,1,0,0.471
5289,20010101,22,6,1,33,5.34,3.29,2.5,1,0,0.471
5290,20020101,22,6,1,1,5.2,-2.62,2.5,1,0,0.414
5291,20020101,22,6,1,3,5.2,-2.62,2.5,1,0,0.414
5292,20020101,22,6,1,5,5.2,-2.62,2.5,1,0,0.414
5293,20020101,22,6,1,17,5.2,-2.62,2.5,1,0,0.414
5294,20020101,22,6,1,26,5.2,-2.62,2.5,1,0,0.414
5295,20020101,22,6,1,28,5.2,-2.62,2.5,1,0,0.414
5296,20020101,22,6,1,33,5.2,-2.62,2.5,1,0,0.414
5297,20030101,22,6,1,1,5.87,12.88,2.5,1,0,0.576
5298,20030101,22,6,1,3,5.87,12.88,2.5,1,0,0.576
5299,20030101,22,6,1,5,5.87,12.88,2.5,1,0,0.576
5300,20030101,22,6,1,17,5.87,12.88,2.5,1,0,0.576
5301,20030101,22,6,1,26,5.87,12.88,2.5,1,0,0.576
5302,20030101,22,6,1,28,5.87,12.88,2.5,1,0,0.576
5303,20030101,22,6,1,33,5.87,12.88,2.5,1,0,0.576
5304,20040101,22,6,1,1,6.21,5.79,2.5,1,0,0.301
5305,20040101,22,6,1,3,6.21,5.79,2.5,1,0,0.301
5306,20040101,22,6,1,5,6.21,5.79,2.5,1,0,0.301
5307,20040101,22,6,1,17,6.21,5.79,2.5,1,0,0.301
5308,20040101,22,6,1,26,6.21,5.79,2.5,1,0,0.301
5309,20040101,22,6,1,28,6.21,5.79,2.5,1,0,0.301
5310,20040101,22,6,1,33,6.21,5.79,2.5,1,0,0.301
5311,20050101,22,6,1,1,6.31,1.61,2.5,1,0,0.593
5312,20050101,22,6,1,3,6.31,1.61,2.5,1,0,0.593
5313,20050101,22,6,1,5,6.31,1.61,2.5,1,0,0.593
5314,20050101,22,6,1,17,6.31,1.61,2.5,1,0,0.593
5315,20050101,22,6,1,26,6.31,1.61,2.5,1,0,0.593
5316,20050101,22,6,1,28,6.31,1.61,2.5,1,0,0.593
5317,20050101,22,6,1,33,6.31,1.61,2.5,1,0,0.593
5318,20060101,22,6,1,1,6.61,4.75,2.5,1,0,0.42
5319,20060101,22,6,1,3,6.61,4.75,2.5,1,0,0.42
5320,20060101,22,6,1,5,6.61,4.75,2.5,1,0,0.42
5321,20060101,22,6,1,17,6.61,4.75,2.5,1,0,0.42
5322,20060101,22,6,1,26,6.61,4.75,2.5,1,0,0.42
5323,20060101,22,6,1,28,6.61,4.75,2.5,1,0,0.42
5324,20060101,22,6,1,33,6.61,4.75,2.5,1,0,0.42
5325,20070101,22,6,1,1,6.97,5.45,2.5,1,0,0.48
5326,20070101,22,6,1,3,6.97,5.45,2.5,1,0,0.48
5327,20070101,22,6,1,5,6.97,5.45,2.5,1,0,0.48
5328,20070101,22,6,1,17,6.97,5.45,2.5,1,0,0.48
5329,20070101,22,6,1,26,6.97,5.45,2.5,1,0,0.48
5330,20070101,22,6,1,28,6.97,5.45,2.5,1,0,0.48
5331,20070101,22,6,1,33,6.97,5.45,2.5,1,0,0.48
5332,20080101,22,6,2,1,7.73,10.9,2.5,1,0,0.347
5333,20080101,22,6,2,3,7.73,10.9,2.5,1,0,0.347
5334,20080101,22,6,2,5,7.73,10.9,2.5,1,0,0.347
5335,20080101,22,6,2,17,7.73,10.9,2.5,1,0,0.347
5336,20080101,22,6,2,26,7.73,10.9,2.5,1,0,0.347
5337,20080101,22,6,2,28,7.73,10.9,2.5,1,0,0.347
5338,20080101,22,6,2,33,7.73,10.9,2.5,1,0,0.347
5339,20090101,22,6,2,1,6.4,-17.21,2.5,1,0,0.298
5340,20090101,22,6,2,3,6.4,-17.21,2.5,1,0,0.298
5341,20090101,22,6,2,5,6.4,-17.21,2.5,1,0,0.298
5342,20090101,22,6,2,17,6.4,-17.21,2.5,1,0,0.298
5343,20090101,22,6,2,26,6.4,-17.21,2.5,1,0,0.298
5344,20090101,22,6,2,28,6.4,-17.21,2.5,1,0,0.298
5345,20090101,22,6,2,33,6.4,-17.21,2.5,1,0,0.298
5346,20100101,22,6,3,1,6.89,7.66,2.5,1,0,0.362
5347,20100101,22,6,3,3,6.89,7.66,2.5,1,0,0.362
5348,20100101,22,6,3,5,6.89,7.66,2.5,1,0,0.362
5349,20100101,22,6,3,17,6.89,7.66,2.5,1,0,0.362
5350,20100101,22,6,3,26,6.89,7.66,2.5,1,0,0.362
5351,20100101,22,6,3,28,6.89,7.66,2.5,1,0,0.362
5352,20100101,22,6,3,33,6.89,7.66,2.5,1,0,0.362
5353,20110101,22,6,3,1,7.41,7.55,2.5,1,0,0.252
5354,20110101,22,6,3,3,7.41,7.55,2.5,1,0,0.252
5355,20110101,22,6,3,5,7.41,7.55,2.5,1,0,0.252
5356,20110101,22,6,3,17,7.41,7.55,2.5,1,0,0.252
5357,20110101,22,6,3,26,7.41,7.55,2.5,1,0,0.252
5358,20110101,22,6,3,28,7.41,7.55,2.5,1,0,0.252
5359,20110101,22,6,3,33,7.41,7.55,2.5,1,0,0.252
5360,20120101,22,6,3,1,6.86,-7.42,2.5,1,0,0.375
5361,20120101,22,6,3,3,6.86,-7.42,2.5,1,0,0.375
5362,20120101,22,6,3,5,6.86,-7.42,2.5,1,0,0.375
5363,20120101,22,6,3,17,6.86,-7.42,2.5,1,0,0.375
5364,20120101,22,6,3,26,6.86,-7.42,2.5,1,0,0.375
5365,20120101,22,6,3,28,6.86,-7.42,2.5,1,0,0.375
5366,20120101,22,6,3,33,6.86,-7.42,2.5,1,0,0.375
5367,20130101,22,6,3,1,7.49,9.18,2.5,1,0,0.397
5368,20130101,22,6,3,3,7.49,9.18,2.5,1,0,0.397
5369,20130101,22,6,3,5,7.49,9.18,2.5,1,0,0.397
5370,20130101,22,6,3,17,7.49,9.18,2.5,1,0,0.397
5371,20130101,22,6,3,26,7.49,9.18,2.5,1,0,0.397
5372,20130101,22,6,3,28,7.49,9.18,2.5,1,0,0.397
5373,20130101,22,6,3,33,7.49,9.18,2.5,1,0,0.397
5374,20140101,22,6,3,1,7.1,-5.21,2.5,1,0,0.398
5375,20140101,22,6,3,3,7.1,-5.21,2.5,1,0,0.398
5376,20140101,22,6,3,5,7.1,-5.21,2.5,1,0,0.398
5377,20140101,22,6,3,17,7.1,-5.21,2.5,1,0,0.398
5378,20140101,22,6,3,26,7.1,-5.21,2.5,1,0,0.398
5379,20140101,22,6,3,28,7.1,-5.21,2.5,1,0,0.398
5380,20140101,22,6,3,33,7.1,-5.21,2.5,1,0,0.398
5381,20150101,22,6,3,1,7.33,3.24,2.5,1,0,0.454
5382,20150101,22,6,3,3,7.33,3.24,2.5,1,0,0.454
5383,20150101,22,6,3,5,7.33,3.24,2.5,1,0,0.454
5384,20150101,22,6,3,17,7.33,3.24,2.5,1,0,0.454
5385,20150101,22,6,3,26,7.33,3.24,2.5,1,0,0.454
5386,20150101,22,6,3,28,7.33,3.24,2.5,1,0,0.454
5387,20150101,22,6,3,33,7.33,3.24,2.5,1,0,0.454
5388,20160101,22,6,3,1,7.1,-3.14,2.5,1,0,0.488
5389,20160101,22,6,3,3,7.1,-3.14,2.5,1,0,0.488
5390,20160101,22,6,3,5,7.1,-3.14,2.5,1,0,0.488
5391,20160101,22,6,3,17,7.1,-3.14,2.5,1,0,0.488
5392,20160101,22,6,3,26,7.1,-3.14,2.5,1,0,0.488
5393,20160101,22,6,3,28,7.1,-3.14,2.5,1,0,0.488
5394,20160101,22,6,3,33,7.1,-3.14,2.5,1,0,0.488
5395,20170101,22,6,3,1,7.85,10.56,2.5,1,0,0.364
5396,20170101,22,6,3,3,7.85,10.56,2.5,1,0,0.364
5397,20170101,22,6,3,5,7.85,10.56,2.5,1,0,0.364
5398,20170101,22,6,3,17,7.85,10.56,2.5,1,0,0.364
5399,20170101,22,6,3,26,7.85,10.56,2.5,1,0,0.364
5400,20170101,22,6,3,28,7.85,10.56,2.5,1,0,0.364
5401,20170101,22,6,3,33,7.85,10.56,2.5,1,0,0.364
5402,20180101,22,6,3,1,7.51,-4.33,2.5,1,0,0.444
5403,20180101,22,6,3,3,7.51,-4.33,2.5,1,0,0.444
5404,20180101,22,6,3,5,7.51,-4.33,2.5,1,0,0.444
5405,20180101,22,6,3,17,7.51,-4.33,2.5,1,0,0.444
5406,20180101,22,6,3,26,7.51,-4.33,2.5,1,0,0.444
5407,20180101,22,6,3,28,7.51,-4.33,2.5,1,0,0.444
5408,20180101,22,6,3,33,7.51,-4.33,2.5,1,0,0.444
5409,20190101,22,6,3,1,7.09,-5.59,2.5,1,0,0.292
5410,20190101,22,6,3,3,7.09,-5.59,2.5,1,0,0.292
5411,20190101,22,6,3,5,7.09,-5.59,2.5,1,0,0.292
5412,20190101,22,6,3,17,7.09,-5.59,2.5,1,0,0.292
5413,20190101,22,6,3,26,7.09,-5.59,2.5,1,0,0.292
5414,20190101,22,6,3,28,7.09,-5.59,2.5,1,0,0.292
5415,20190101,22,6,3,33,7.09,-5.59,2.5,1,0,0.292
5416,20200101,22,6,4,1,6.85,-3.39,2.5,1,0,0.593
5417,20200101,22,6,4,3,6.85,-3.39,2.5,1,0,0.593
5418,20200101,22,6,4,5,6.85,-3.39,2.5,1,0,0.593
5419,20200101,22,6,4,17,6.85,-3.39,2.5,1,0,0.593
5420,20200101,22,6,4,26,6.85,-3.39,2.5,1,0,0.593
5421,20200101,22,6,4,28,6.85,-3.39,2.5,1,0,0.593
5422,20200101,22,6,4,33,6.85,-3.39,2.5,1,0,0.593
5423,20210101,22,6,4,1,7.61,11.09,2.5,1,0,0.547
5424,20210101,22,6,4,3,7.61,11.09,2.5,1,0,0.547
5425,20210101,22,6,4,5,7.61,11.09,2.5,1,0,0.547
5426,20210101,22,6,4,17,7.61,11.09,2.5,1,0,0.547
5427,20210101,22,6,4,26,7.61,11.09,2.5,1,0,0.547
5428,20210101,22,6,4,28,7.61,11.09,2.5,1,0,0.547
5429,20210101,22,6,4,33,7.61,11.09,2.5,1,0,0.547
5430,20220101,22,6,4,1,7.92,4.07,2.5,1,0,0.346
5431,20220101,22,6,4,3,7.92,4.07,2.5,1,0,0.346
5432,20220101,22,6,4,5,7.92,4.07,2.5,1,0,0.346
5433,20220101,22,6,4,17,7.92,4.07,2.5,1,0,0.346
5434,20220101,22,6,4,26,7.92,4.07,2.5,1,0,0.346
5435,20220101,22,6,4,28,7.92,4.07,2.5,1,0,0.346
5436,20220101,22,6,4,33,7.92,4.07,2.5,1,0,0.346
5437,20230101,22,6,5,1,8.38,5.81,2.5,1,0,0.593
5438,20230101,22,6,5,3,8.38,5.81,2.5,1,0,0.593
5439,20230101,22,6,5,5,8.38,5.81,2.5,1,0,0.593
5440,20230101,22,6,5,17,8.38,5.81,2.5,1,0,0.593
5441,20230101,22,6,5,26,8.38,5.81,2.5,1,0,0.593
5442,20230101,22,6,5,28,8.38,5.81,2.5,1,0,0.593
5443,20230101,22,6,5,33,8.38,5.81,2.5,1,0,0.593
5444,20240101,22,6,5,1,8.11,-3.22,2.5,1,0,0.49
5445,20240101,22,6,5,3,8.11,-3.22,2.5,1,0,0.49
5446,20240101,22,6,5,5,8.11,-3.22,2.5,1,0,0.49
5447,20240101,22,6,5,17,8.11,-3.22,2.5,1,0,0.49
5448,20240101,22,6,5,26,8.11,-3.22,2.5,1,0,0.49
5449,20240101,22,6,5,28,8.11,-3.22,2.5,1,0,0.49
5450,20240101,22,6,5,33,8.11,-3.22,2.5,1,0,0.49
5451,20000101,23,36,1,29,49.3,0.0,2.5,1,0,0.414
5452,20010101,23,36,1,29,59.25,20.18,2.5,1,0,0.344
5453,20020101,23,36,1,29,63.12,6.53,2.5,1,0,0.271
5454,20030101,23,36,1,29,65.01,2.99,2.5,1,0,0.495
5455,20040101,23,36,1,29,64.34,-1.03,2.5,1,0,0.172
5456,20050101,23,36,1,29,64.99,1.01,2.5,1,0,0.1
5457,20060101,23,36,1,29,72.73,11.91,2.5,1,0,0.407
5458,20070101,23,36,1,29,74.81,2.86,2.5,1,0,0.335
5459,20080101,23,36,2,29,82.67,10.51,2.5,1,0,0.386
5460,20090101,23,36,2,29,67.4,-18.47,2.5,1,0,0.368
5461,20100101,23,36,3,29,84.99,26.1,2.5,1,0,0.425
5462,20110101,23,36,3,29,77.09,-9.3,2.5,1,0,0.345
5463,20120101,23,36,3,29,79.77,3.48,2.5,1,0,0.299
5464,20130101,23,36,3,29,76.73,-3.81,2.5,1,0,0.349
5465,20140101,23,36,3,29,83.21,8.45,2.5,1,0,0.445
5466,20150101,23,36,3,29,77.03,-7.43,2.5,1,0,0.454
5467,20160101,23,36,3,29,78.33,1.69,2.5,1,0,0.391
5468,20170101,23,36,3,29,79.1,0.98,2.5,1,0,0.1
5469,20180101,23,36,3,29,69.32,-12.36,2.5,1,0,0.377
5470,20190101,23,36,3,29,75.68,9.17,2.5,1,0,0.153
5471,20200101,23,36,4,29,69.71,-7.89,2.5,1,0,0.461
5472,20210101,23,36,4,29,85.79,23.07,2.5,1,0,0.443
5473,20220101,23,36,4,29,86.12,0.38,2.5,1,0,0.24
5474,20230101,23,36,5,29,87.24,1.3,2.5,1,0,0.42
5475,20240101,23,36,5,29,84.17,-3.52,2.5,1,0,0.357
5476,20000101,24,11,1,6,4.92,0.0,2.5,1,1,0.27
5477,20000101,24,11,1,7,4.92,0.0,2.5,1,1,0.27
5478,20000101,24,11,1,8,4.92,0.0,2.5,1,1,0.27
5479,20000101,24,11,1,9,4.92,0.0,2.5,1,1,0.27
5480,20000101,24,11,1,14,4.92,0.0,2.5,1,1,0.27
5481,20000101,24,11,1,20,4.92,0.0,2.5,1,1,0.27
5482,20000101,24,11,1,21,4.92,0.0,2.5,1,1,0.27
5483,20000101,24,11,1,23,4.92,0.0,2.5,1,1,0.27
5484,20000101,24,11,1,24,4.92,0.0,2.5,1,1,0.27
5485,20000101,24,11,1,30,4.92,0.0,2.5,1,1,0.27
5486,20000101,24,11,1,34,4.92,0.0,2.5,1,1,0.27
5487,20000101,24,11,1,35,4.92,0.0,2.5,1,1,0.27
5488,20000101,24,11,1,39,4.92,0.0,2.5,1,1,0.27
5489,20000101,24,11,1,46,4.92,0.0,2.5,1,1,0.27
5490,20000101,24,11,1,47,4.92,0.0,2.5,1,1,0.27
5491,20010101,24,11,1,6,5.19,5.49,2.5,1,1,0.569
5492,20010101,24,11,1,7,5.19,5.49,2.5,1,1,0.569
5493,20010101,24,11,1,8,5.19,5.49,2.5,1,1,0.569
5494,20010101,24,11,1,9,5.19,5.49,2.5,1,1,0.569
5495,20010101,24,11,1,14,5.19,5.49,2.5,1,1,0.569
5496,20010101,24,11,1,20,5.19,5.49,2.5,1,1,0.569
5497,20010101,24,11,1,21,5.19,5.49,2.5,1,1,0.569
5498,20010101,24,11,1,23,5.19,5.49,2.5,1,1,0.569
5499,20010101,24,11,1,24,5.19,5.49,2.5,1,1,0.569
5500,20010101,24,11,1,30,5.19,5.49,2.5,1,1,0.569
5501,20010101,24,11,1,34,5.19,5.49,2.5,1,1,0.569
5502,20010101,24,11,1,35,5.19,5.49,2.5,1,1,0.569
5503,20010101,24,11,1,39,5.19,5.49,2.5,1,1,0.569
5504,20010101,24,11,1,46,5.19,5.49,2.5,1,1,0.569
5505,20010101,24,11,1,47,5.19,5.49,2.5,1,1,0.569
5506,20020101,24,11,1,6,5.65,8.86,2.5,1,1,0.34
5507,20020101,24,11,1,7,5.65,8.86,2.5,1,1,0.34
5508,20020101,24,11,1,8,5.65,8.86,2.5,1,1,0.34
5509,20020101,24,11,1,9,5.65,8.86,2.5,1,1,0.34
5510,20020101,24,11,1,14,5.65,8.86,2.5,1,1,0.34
5511,20020101,24,11,1,20,5.65,8.86,2.5,1,1,0.34
5512,20020101,24,11,1,21,5.65,8.86,2.5,1,1,0.34
5513,20020101,24,11,1,23,5.65,8.86,2.5,1,1,0.34
5514,20020101,24,11,1,24,5.65,8.86,2.5,1,1,0.34
5515,20020101,24,11,1,30,5.65,8.86,2.5,1,1,0.34
5516,20020101,24,11,1,34,5.65,8.86,2.5,1,1,0.34
5517,20020101,24,11,1,35,5.65,8.86,2.5,1,1,0.34
5518,20020101,24,11,1,39,5.65,8.86,2.5,1,1,0.34
5519,20020101,24,11,1,46,5.65,8.86,2.5,1,1,0.34
5520,20020101,24,11,1,47,5.65,8.86,2.5,1,1,0.34
5521,20030101,24,11,1,6,6.08,7.61,2.5,1,1,0.373
5522,20030101,24,11,1,7,6.08,7.61,2.5,1,1,0.373
5523,20030101,24,11,1,8,6.08,7.61,2.5,1,1,0.373
5524,20030101,24,11,1,9,6.08,7.61,2.5,1,1,0.373
5525,20030101,24,11,1,14,6.08,7.61,2.5,1,1,0.373
5526,20030101,24,11,1,20,6.08,7.61,2.5,1,1,0.373
5527,20030101,24,11,1,21,6.08,7.61,2.5,1,1,0.373
5528,20030101,24,11,1,23,6.08,7.61,2.5,1,1,0.373
5529,20030101,24,11,1,24,6.08,7.61,2.5,1,1,0.373
5530,20030101,24,11,1,30,6.08,7.61,2.5,1,1,0.373
5531,20030101,24,11,1,34,6.08,7.61,2.5,1,1,0.373
5532,20030101,24,11,1,35,6.08,7.61,2.5,1,1,0.373
5533,20030101,24,11,1,39,6.08,7.61,2.5,1,1,0.373
5534,20030101,24,11,1,46,6.08,7.61,2.5,1,1,0.373
5535,20030101,24,11,1,47,6.08,7.61,2.5,1,1,0.373
5536,20040101,24,11,1,6,5.69,-6.41,2.5,1,1,0.55
5537,20040101,24,11,1,7,5.69,-6.41,2.5,1,1,0.55
5538,20040101,24,11,1,8,5.69,-6.41,2.5,1,1,0.55
5539,20040101,24,11,1,9,5.69,-6.41,2.5,1,1,0.55
5540,20040101,24,11,1,14,5.69,-6.41,2.5,1,1,0.55
5541,20040101,24,11,1,20,5.69,-6.41,2.5,1,1,0.55
5542,20040101,24,11,1,21,5.69,-6.41,2.5,1,1,0.55
5543,20040101,24,11,1,23,5.69,-6.41,2.5,1,1,0.55
5544,20040101,24,11,1,24,5.69,-6.41,2.5,1,1,0.55
5545,20040101,24,11,1,30,5.69,-6.41,2.5,1,1,0.55
5546,20040101,24,11,1,34,5.69,-6.41,2.5,1,1,0.55
5547,20040101,24,11,1,35,5.69,-6.41,2.5,1,1,0.55
5548,20040101,24,11,1,39,5.69,-6.41,2.5,1,1,0.55
5549,20040101,24,11,1,46,5.69,-6.41,2.5,1,1,0.55
5550,20040101,24,11,1,47,5.69,-6.41,2.5,1,1,0.55
5551,20050101,24,11,1,6,6.34,11.42,2.5,1,1,0.1
5552,20050101,24,11,1,7,6.34,11.42,2.5,1,1,0.1
5553,20050101,24,11,1,8,6.34,11.42,2.5,1,1,0.1
5554,20050101,24,11,1,9,6.34,11.42,2.5,1,1,0.1
5555,20050101,24,11,1,14,6.34,11.42,2.5,1,1,0.1
5556,20050101,24,11,1,20,6.34,11.42,2.5,1,1,0.1
5557,20050101,24,11,1,21,6.34,11.42,2.5,1,1,0.1
5558,20050101,24,11,1,23,6.34,11.42,2.5,1,1,0.1
5559,20050101,24,11,1,24,6.34,11.42,2.5,1,1,0.1
5560,20050101,24,11,1,30,6.34,11.42,2.5,1,1,0.1
5561,20050101,24,11,1,34,6.34,11.42,2.5,1,1,0.1
5562,20050101,24,11,1,35,6.34,11.42,2.5,1,1,0.1
5563,20050101,24,11,1,39,6.34,11.42,2.5,1,1,0.1
5564,20050101,24,11,1,46,6.34,11.42,2.5,1,1,0.1
5565,20050101,24,11,1,47,6.34,11.42,2.5,1,1,0.1
5566,20060101,24,11,1,6,6.29,-0.79,2.5,1,1,0.485
5567,20060101,24,11,1,7,6.29,-0.79,2.5,1,1,0.485
5568,20060101,24,11,1,8,6.29,-0.79,2.5,1,1,0.485
5569,20060101,24,11,1,9,6.29,-0.79,2.5,1,1,0.485
5570,20060101,24,11,1,14,6.29,-0.79,2.5,1,1,0.485
5571,20060101,24,11,1,20,6.29,-0.79,2.5,1,1,0.485
5572,20060101,24,11,1,21,6.29,-0.79,2.5,1,1,0.485
5573,20060101,24,11,1,23,6.29,-0.79,2.5,1,1,0.485
5574,20060101,24,11,1,24,6.29,-0.79,2.5,1,1,0.485
5575,20060101,24,11,1,30,6.29,-0.79,2.5,1,1,0.485
5576,20060101,24,11,1,34,6.29,-0.79,2.5,1,1,0.485
5577,20060101,24,11,1,35,6.29,-0.79,2.5,1,1,0.485
5578,20060101,24,11,1,39,6.29,-0.79,2.5,1,1,0.485
5579,20060101,24,11,1,46,6.29,-0.79,2.5,1,1,0.485
5580,20060101,24,11,1,47,6.29,-0.79,2.5,1,1,0.485
5581,20070101,24,11,1,6,6.6,4.93,2.5,1,1,0.512
5582,20070101,24,11,1,7,6.6,4.93,2.5,1,1,0.512
5583,20070101,24,11,1,8,6.6,4.93,2.5,1,1,0.512
5584,20070101,24,11,1,9,6.6,4.93,2.5,1,1,0.512
5585,20070101,24,11,1,14,6.6,4.93,2.5,1,1,0.512
5586,20070101,24,11,1,20,6.6,4.93,2.5,1,1,0.512
5587,20070101,24,11,1,21,6.6,4.93,2.5,1,1,0.512
5588,20070101,24,11,1,23,6.6,4.93,2.5,1,1,0.512
5589,20070101,24,11,1,24,6.6,4.93,2.5,1,1,0.512
5590,20070101,24,11,1,30,6.6,4.93,2.5,1,1,0.512
5591,20070101,24,11,1,34,6.6,4.93,2.5,1,1,0.512
5592,20070101,24,11,1,35,6.6,4.93,2.5,1,1,0.512
5593,20070101,24,11,1,39,6.6,4.93,2.5,1,1,0.512
5594,20070101,24,11,1,46,6.6,4.93,2.5,1,1,0.512
5595,20070101,24,11,1,47,6.6,4.93,2.5,1,1,0.512
5596,20080101,24,11,2,6,7.41,12.27,2.5,1,1,0.436
5597,20080101,24,11,2,7,7.41,12.27,2.5,1,1,0.436
5598,20080101,24,11,2,8,7.41,12.27,2.5,1,1,0.436
5599,20080101,24,11,2,9,7.41,12.27,2.5,1,1,0.436
5600,20080101,24,11,2,14,7.41,12.27,2.5,1,1,0.436
5601,20080101,24,11,2,20,7.41,12.27,2.5,1,1,0.436
5602,20080101,24,11,2,21,7.41,12.27,2.5,1,1,0.436
5603,20080101,24,11,2,23,7.41,12.27,2.5,1,1,0.436
5604,20080101,24,11,2,24,7.41,12.27,2.5,1,1,0.436
5605,20080101,24,11,2,30,7.41,12.27,2.5,1,1,0.436
5606,20080101,24,11,2,34,7.41,12.27,2.5,1,1,0.436
5607,20080101,24,11,2,35,7.41,12.27,2.5,1,1,0.436
5608,20080101,24,11,2,39,7.41,12.27,2.5,1,1,0.436
5609,20080101,24,11,2,46,7.41,12.27,2.5,1,1,0.436
5610,20080101,24,11,2,47,7.41,12.27,2.5,1,1,0.436
5611,20090101,24,11,2,6,6.43,-13.23,2.5,1,1,0.413
5612,20090101,24,11,2,7,6.43,-13.23,2.5,1,1,0.413
5613,20090101,24,11,2,8,6.43,-13.23,2.5,1,1,0.413
5614,20090101,24,11,2,9,6.43,-13.23,2.5,1,1,0.413
5615,20090101,24,11,2,14,6.43,-13.23,2.5,1,1,0.413
5616,20090101,24,11,2,20,6.43,-13.23,2.5,1,1,0.413
5617,20090101,24,11,2,21,6.43,-13.23,2.5,1,1,0.413
5618,20090101,24,11,2,23,6.43,-13.23,2.5,1,1,0.413
5619,20090101,24,11,2,24,6.43,-13.23,2.5,1,1,0.413
5620,20090101,24,11,2,30,6.43,-13.23,2.5,1,1,0.413
5621,20090101,24,11,2,34,6.43,-13.23,2.5,1,1,0.413
5622,20090101,24,11,2,35,6.43,-13.23,2.5,1,1,0.413
5623,20090101,24,11,2,39,6.43,-13.23,2.5,1,1,0.413
5624,20090101,24,11,2,46,6.43,-13.23,2.5,1,1,0.413
5625,20090101,24,11,2,47,6.43,-13.23,2.5,1,1,0.413
5626,20100101,24,11,3,6,7.48,16.33,2.5,1,1,0.345
5627,20100101,24,11,3,7,7.48,16.33,2.5,1,1,0.345
5628,20100101,24,11,3,8,7.48,16.33,2.5,1,1,0.345
5629,20100101,24,11,3,9,7.48,16.33,2.5,1,1,0.345
5630,20100101,24,11,3,14,7.48,16.33,2.5,1,1,0.345
5631,20100101,24,11,3,20,7.48,16.33,2.5,1,1,0.345
5632,20100101,24,11,3,21,7.48,16.33,2.5,1,1,0.345
5633,20100101,24,11,3,23,7.48,16.33,2.5,1,1,0.345
5634,20100101,24,11,3,24,7.48,16.33,2.5,1,1,0.345
5635,20100101,24,11,3,30,7.48,16.33,2.5,1,1,0.345
5636,20100101,24,11,3,34,7.48,16.33,2.5,1,1,0.345
5637,20100101,24,11,3,35,7.48,16.33,2.5,1,1,0.345
5638,20100101,24,11,3,39,7.48,16.33,2.5,1,1,0.345
5639,20100101,24,11,3,46,7.48,16.33,2.5,1,1,0.345
5640,20100101,24,11,3,47,7.48,16.33,2.5,1,1,0.345
5641,20110101,24,11,3,6,7.08,-5.35,2.5,1,1,0.393
5642,20110101,24,11,3,7,7.08,-5.35,2.5,1,1,0.393
5643,20110101,24,11,3,8,7.08,-5.35,2.5,1,1,0.393
5644,20110101,24,11,3,9,7.08,-5.35,2.5,1,1,0.393
5645,20110101,24,11,3,14,7.08,-5.35,2.5,1,1,0.393
5646,20110101,24,11,3,20,7.08,-5.35,2.5,1,1,0.393
5647,20110101,24,11,3,21,7.08,-5.35,2.5,1,1,0.393
5648,20110101,24,11,3,23,7.08,-5.35,2.5,1,1,0.393
5649,20110101,24,11,3,24,7.08,-5.35,2.5,1,1,0.393
5650,20110101,24,11,3,30,7.08,-5.35,2.5,1,1,0.393
5651,20110101,24,11,3,34,7.08,-5.35,2.5,1,1,0.393
5652,20110101,24,11,3,35,7.08,-5.35,2.5,1,1,0.393
5653,20110101,24,11,3,39,7.08,-5.35,2.5,1,1,0.393
5654,20110101,24,11,3,46,7.08,-5.35,2.5,1,1,0.393
5655,20110101,24,11,3,47,7.08,-5.35,2.5,1,1,0.393
