week_start,year,port,country,region,throughput_teu_mn,vessels_at_anchor,avg_wait_days,congestion_index,port_utilization_pct,berth_delay_hrs,date
2024-05-20,2024,Dubai (Jebel Ali),UAE,Middle East,15,11,21.2,1.51,99.0,246.4,2024-05-20
2024-05-27,2024,Dubai (Jebel Ali),UAE,Middle East,15,9,14.8,1.06,79.3,172.9,2024-05-27
2024-06-03,2024,Dubai (Jebel Ali),UAE,Middle East,15,6,11.9,0.85,72.39999999999999,134.3,2024-06-03
2024-06-10,2024,Dubai (Jebel Ali),UAE,Middle East,15,11,24.4,1.74,99.0,285.6,2024-06-10
2024-06-17,2024,Dubai (Jebel Ali),UAE,Middle East,15,6,14.9,1.06,84.6,193.3,2024-06-17
2024-06-24,2024,Dubai (Jebel Ali),UAE,Middle East,15,5,13.2,0.94,70.0,148.4,2024-06-24
2024-07-01,2024,Dubai (Jebel Ali),UAE,Middle East,15,9,19.4,1.38,99.0,232.4,2024-07-01
2024-07-08,2024,Dubai (Jebel Ali),UAE,Middle East,15,7,14.0,1.0,83.0,171.5,2024-07-08
2024-07-15,2024,Dubai (Jebel Ali),UAE,Middle East,15,7,19.8,1.41,99.0,241.6,2024-07-15
2024-07-22,2024,Dubai (Jebel Ali),UAE,Middle East,15,10,21.2,1.52,99.0,244.1,2024-07-22
2024-07-29,2024,Dubai (Jebel Ali),UAE,Middle East,15,10,15.7,1.12,91.0,189.5,2024-07-29
2024-08-05,2024,Dubai (Jebel Ali),UAE,Middle East,15,17,27.4,1.95,99.0,318.5,2024-08-05
2024-08-12,2024,Dubai (Jebel Ali),UAE,Middle East,15,18,27.1,1.93,99.0,342.3,2024-08-12
2024-08-19,2024,Dubai (Jebel Ali),UAE,Middle East,15,2,13.7,0.98,64.9,171.7,2024-08-19
2024-08-26,2024,Dubai (Jebel Ali),UAE,Middle East,15,11,22.3,1.59,99.0,266.5,2024-08-26
2024-09-02,2024,Dubai (Jebel Ali),UAE,Middle East,15,13,19.8,1.41,99.0,242.8,2024-09-02
2024-09-09,2024,Dubai (Jebel Ali),UAE,Middle East,15,14,18.3,1.31,99.0,210.4,2024-09-09
2024-09-16,2024,Dubai (Jebel Ali),UAE,Middle East,15,21,26.7,1.91,99.0,323.2,2024-09-16
2024-09-23,2024,Dubai (Jebel Ali),UAE,Middle East,15,2,28.6,2.04,99.0,339.5,2024-09-23
2024-09-30,2024,Dubai (Jebel Ali),UAE,Middle East,15,13,24.8,1.77,99.0,294.2,2024-09-30
2024-10-07,2024,Dubai (Jebel Ali),UAE,Middle East,15,10,24.4,1.74,99.0,287.7,2024-10-07
2024-10-14,2024,Dubai (Jebel Ali),UAE,Middle East,15,20,22.2,1.58,99.0,288.7,2024-10-14
2024-10-21,2024,Dubai (Jebel Ali),UAE,Middle East,15,12,19.9,1.42,99.0,238.6,2024-10-21
2024-10-28,2024,Dubai (Jebel Ali),UAE,Middle East,15,4,19.8,1.42,99.0,247.4,2024-10-28
2024-11-04,2024,Dubai (Jebel Ali),UAE,Middle East,15,7,12.8,0.92,69.89999999999999,146.1,2024-11-04
2024-11-11,2024,Dubai (Jebel Ali),UAE,Middle East,15,8,30.9,2.21,99.0,369.8,2024-11-11
2024-11-18,2024,Dubai (Jebel Ali),UAE,Middle East,15,7,15.6,1.11,87.5,189.0,2024-11-18
2024-11-25,2024,Dubai (Jebel Ali),UAE,Middle East,15,5,18.3,1.31,99.0,219.0,2024-11-25
2024-12-02,2024,Dubai (Jebel Ali),UAE,Middle East,15,14,16.7,1.19,92.5,209.1,2024-12-02
2024-12-09,2024,Dubai (Jebel Ali),UAE,Middle East,15,21,25.7,1.83,99.0,308.2,2024-12-09
2024-12-16,2024,Dubai (Jebel Ali),UAE,Middle East,15,8,18.6,1.33,94.89999999999999,228.9,2024-12-16
2024-12-23,2024,Dubai (Jebel Ali),UAE,Middle East,15,14,20.1,1.43,99.0,246.4,2024-12-23
2024-12-30,2024,Dubai (Jebel Ali),UAE,Middle East,15,2,13.4,0.96,64.7,159.6,2024-12-30
2019-01-07,2019,Hamburg,Germany,Europe,9,1,7.1,0.89,70.8,82.1,2019-01-07
2019-01-14,2019,Hamburg,Germany,Europe,9,7,6.5,0.81,62.8,68.8,2019-01-14
2019-01-21,2019,Hamburg,Germany,Europe,9,3,7.2,0.9,69.8,97.2,2019-01-21
2019-01-28,2019,Hamburg,Germany,Europe,9,7,7.9,0.99,75.3,98.3,2019-01-28
2019-02-04,2019,Hamburg,Germany,Europe,9,7,9.3,1.17,96.2,109.7,2019-02-04
2019-02-11,2019,Hamburg,Germany,Europe,9,0,8.0,1.0,77.2,104.7,2019-02-11
2019-02-18,2019,Hamburg,Germany,Europe,9,4,9.2,1.14,96.0,106.8,2019-02-18
2019-02-25,2019,Hamburg,Germany,Europe,9,2,7.2,0.9,65.60000000000001,91.2,2019-02-25
2019-03-04,2019,Hamburg,Germany,Europe,9,5,8.4,1.04,79.80000000000001,99.8,2019-03-04
2019-03-11,2019,Hamburg,Germany,Europe,9,3,5.8,0.72,56.699999999999996,60.4,2019-03-11
2019-03-18,2019,Hamburg,Germany,Europe,9,3,7.9,0.98,83.8,86.0,2019-03-18
2019-03-25,2019,Hamburg,Germany,Europe,9,1,8.4,1.05,79.7,103.1,2019-03-25
2019-04-01,2019,Hamburg,Germany,Europe,9,3,7.8,0.97,76.9,89.1,2019-04-01
2019-04-08,2019,Hamburg,Germany,Europe,9,3,9.1,1.14,88.7,112.5,2019-04-08
2019-04-15,2019,Hamburg,Germany,Europe,9,5,8.3,1.03,82.0,103.1,2019-04-15
2019-04-22,2019,Hamburg,Germany,Europe,9,1,7.6,0.95,68.60000000000001,78.1,2019-04-22
2019-04-29,2019,Hamburg,Germany,Europe,9,0,10.4,1.3,99.0,118.5,2019-04-29
2019-05-06,2019,Hamburg,Germany,Europe,9,0,9.6,1.19,92.30000000000001,126.3,2019-05-06
2019-05-13,2019,Hamburg,Germany,Europe,9,3,8.9,1.11,79.0,96.3,2019-05-13
2019-05-20,2019,Hamburg,Germany,Europe,9,4,9.9,1.23,95.8,120.5,2019-05-20
2019-05-27,2019,Hamburg,Germany,Europe,9,3,6.6,0.82,62.5,81.3,2019-05-27
2019-06-03,2019,Hamburg,Germany,Europe,9,0,7.3,0.92,69.8,93.2,2019-06-03
2019-06-10,2019,Hamburg,Germany,Europe,9,4,8.5,1.06,86.3,100.2,2019-06-10
2019-06-17,2019,Hamburg,Germany,Europe,9,3,8.1,1.01,82.5,99.1,2019-06-17
2019-06-24,2019,Hamburg,Germany,Europe,9,0,7.4,0.92,76.2,82.4,2019-06-24
2019-07-01,2019,Hamburg,Germany,Europe,9,8,8.1,1.01,82.1,109.9,2019-07-01
2019-07-08,2019,Hamburg,Germany,Europe,9,5,7.4,0.92,72.1,91.5,2019-07-08
2019-07-15,2019,Hamburg,Germany,Europe,9,4,10.8,1.35,99.0,122.8,2019-07-15
2019-07-22,2019,Hamburg,Germany,Europe,9,3,9.1,1.14,93.2,96.5,2019-07-22
2019-07-29,2019,Hamburg,Germany,Europe,9,2,8.7,1.09,87.6,104.1,2019-07-29
2019-08-05,2019,Hamburg,Germany,Europe,9,2,7.4,0.92,68.60000000000001,95.3,2019-08-05
2019-08-12,2019,Hamburg,Germany,Europe,9,2,6.8,0.85,68.0,94.9,2019-08-12
2019-08-19,2019,Hamburg,Germany,Europe,9,3,8.0,1.0,79.0,79.3,2019-08-19
2019-08-26,2019,Hamburg,Germany,Europe,9,2,6.7,0.84,62.3,67.4,2019-08-26
2019-09-02,2019,Hamburg,Germany,Europe,9,5,9.1,1.14,89.3,103.6,2019-09-02
2019-09-09,2019,Hamburg,Germany,Europe,9,5,8.1,1.01,77.9,100.7,2019-09-09
2019-09-16,2019,Hamburg,Germany,Europe,9,3,7.1,0.89,73.8,95.1,2019-09-16
2019-09-23,2019,Hamburg,Germany,Europe,9,5,9.8,1.22,95.3,113.6,2019-09-23
2019-09-30,2019,Hamburg,Germany,Europe,9,0,6.1,0.76,58.8,72.3,2019-09-30
2019-10-07,2019,Hamburg,Germany,Europe,9,8,9.9,1.24,93.7,125.2,2019-10-07
2019-10-14,2019,Hamburg,Germany,Europe,9,4,7.4,0.93,75.8,99.3,2019-10-14
2019-10-21,2019,Hamburg,Germany,Europe,9,5,7.4,0.93,65.0,99.5,2019-10-21
2019-10-28,2019,Hamburg,Germany,Europe,9,3,8.0,1.0,69.6,92.5,2019-10-28
2019-11-04,2019,Hamburg,Germany,Europe,9,3,9.8,1.23,98.4,117.9,2019-11-04
2019-11-11,2019,Hamburg,Germany,Europe,9,5,9.4,1.17,87.8,113.0,2019-11-11
2019-11-18,2019,Hamburg,Germany,Europe,9,6,10.2,1.27,98.7,140.1,2019-11-18
2019-11-25,2019,Hamburg,Germany,Europe,9,6,9.5,1.19,94.1,120.1,2019-11-25
2019-12-02,2019,Hamburg,Germany,Europe,9,0,9.0,1.12,89.0,106.3,2019-12-02
2019-12-09,2019,Hamburg,Germany,Europe,9,3,7.4,0.93,66.10000000000001,74.6,2019-12-09
2019-12-16,2019,Hamburg,Germany,Europe,9,5,9.6,1.21,84.39999999999999,111.1,2019-12-16
2019-12-23,2019,Hamburg,Germany,Europe,9,3,9.1,1.14,94.0,118.0,2019-12-23
2019-12-30,2019,Hamburg,Germany,Europe,9,3,6.5,0.82,61.8,67.2,2019-12-30
2020-01-06,2020,Hamburg,Germany,Europe,9,1,6.4,0.8,60.099999999999994,79.5,2020-01-06
2020-01-13,2020,Hamburg,Germany,Europe,9,5,9.4,1.17,94.19999999999999,110.1,2020-01-13
2020-01-20,2020,Hamburg,Germany,Europe,9,4,8.8,1.09,83.6,120.3,2020-01-20
2020-01-27,2020,Hamburg,Germany,Europe,9,0,5.6,0.7,56.49999999999999,65.6,2020-01-27
2020-02-03,2020,Hamburg,Germany,Europe,9,1,6.4,0.81,59.199999999999996,84.5,2020-02-03
2020-02-10,2020,Hamburg,Germany,Europe,9,8,9.6,1.2,87.2,104.2,2020-02-10
2020-02-17,2020,Hamburg,Germany,Europe,9,5,6.5,0.81,64.60000000000001,78.0,2020-02-17
2020-02-24,2020,Hamburg,Germany,Europe,9,4,8.3,1.04,76.2,103.5,2020-02-24
2020-03-02,2020,Hamburg,Germany,Europe,9,1,7.8,0.97,78.10000000000001,90.0,2020-03-02
2020-03-09,2020,Hamburg,Germany,Europe,9,3,8.3,1.03,84.3,101.1,2020-03-09
2020-03-16,2020,Hamburg,Germany,Europe,9,4,7.0,0.88,69.69999999999999,88.2,2020-03-16
2020-03-23,2020,Hamburg,Germany,Europe,9,3,9.3,1.17,93.8,98.3,2020-03-23
2020-03-30,2020,Hamburg,Germany,Europe,9,3,7.9,0.98,82.39999999999999,93.0,2020-03-30
2020-04-06,2020,Hamburg,Germany,Europe,9,1,21.4,2.67,99.0,249.6,2020-04-06
2020-04-13,2020,Hamburg,Germany,Europe,9,12,37.4,4.68,99.0,450.0,2020-04-13
2020-04-20,2020,Hamburg,Germany,Europe,9,4,11.1,1.38,99.0,133.3,2020-04-20
2020-04-27,2020,Hamburg,Germany,Europe,9,3,8.9,1.12,91.10000000000001,111.9,2020-04-27
2020-05-04,2020,Hamburg,Germany,Europe,9,6,25.7,3.21,99.0,307.5,2020-05-04
2020-05-11,2020,Hamburg,Germany,Europe,9,14,28.7,3.59,99.0,351.3,2020-05-11
2020-05-18,2020,Hamburg,Germany,Europe,9,6,15.6,1.95,99.0,200.0,2020-05-18
2020-05-25,2020,Hamburg,Germany,Europe,9,13,15.2,1.9,99.0,175.3,2020-05-25
2020-06-01,2020,Hamburg,Germany,Europe,9,12,26.5,3.31,99.0,307.2,2020-06-01
2020-06-08,2020,Hamburg,Germany,Europe,9,9,15.5,1.94,99.0,181.9,2020-06-08
2020-06-15,2020,Hamburg,Germany,Europe,9,8,15.7,1.96,99.0,185.9,2020-06-15
2020-06-22,2020,Hamburg,Germany,Europe,9,17,14.5,1.81,99.0,172.2,2020-06-22
2020-06-29,2020,Hamburg,Germany,Europe,9,6,16.0,2.0,99.0,199.3,2020-06-29
2020-07-06,2020,Hamburg,Germany,Europe,9,15,20.1,2.51,99.0,242.8,2020-07-06
2020-07-13,2020,Hamburg,Germany,Europe,9,15,19.9,2.49,99.0,259.2,2020-07-13
2020-07-20,2020,Hamburg,Germany,Europe,9,6,15.3,1.91,99.0,173.7,2020-07-20
2020-07-27,2020,Hamburg,Germany,Europe,9,25,23.8,2.98,99.0,288.9,2020-07-27
2020-08-03,2020,Hamburg,Germany,Europe,9,14,19.0,2.38,99.0,240.4,2020-08-03
2020-08-10,2020,Hamburg,Germany,Europe,9,10,16.6,2.07,99.0,198.7,2020-08-10
2020-08-17,2020,Hamburg,Germany,Europe,9,3,12.8,1.6,99.0,163.8,2020-08-17
2020-08-24,2020,Hamburg,Germany,Europe,9,9,16.7,2.09,99.0,187.1,2020-08-24
2020-08-31,2020,Hamburg,Germany,Europe,9,15,15.6,1.95,99.0,177.8,2020-08-31
2020-09-07,2020,Hamburg,Germany,Europe,9,13,18.4,2.31,99.0,222.7,2020-09-07
2020-09-14,2020,Hamburg,Germany,Europe,9,1,15.9,1.99,99.0,190.0,2020-09-14
2020-09-21,2020,Hamburg,Germany,Europe,9,7,17.7,2.21,99.0,200.5,2020-09-21
2020-09-28,2020,Hamburg,Germany,Europe,9,10,14.5,1.81,99.0,173.1,2020-09-28
2020-10-05,2020,Hamburg,Germany,Europe,9,5,13.0,1.63,99.0,160.4,2020-10-05
2020-10-12,2020,Hamburg,Germany,Europe,9,0,15.4,1.93,99.0,181.3,2020-10-12
2020-10-19,2020,Hamburg,Germany,Europe,9,5,13.6,1.7,99.0,162.5,2020-10-19
2020-10-26,2020,Hamburg,Germany,Europe,9,2,24.0,2.99,99.0,272.0,2020-10-26
2020-11-02,2020,Hamburg,Germany,Europe,9,3,15.7,1.96,99.0,191.3,2020-11-02
2020-11-09,2020,Hamburg,Germany,Europe,9,9,24.1,3.02,99.0,281.3,2020-11-09
2020-11-16,2020,Hamburg,Germany,Europe,9,18,19.3,2.41,99.0,228.4,2020-11-16
2020-11-23,2020,Hamburg,Germany,Europe,9,8,16.8,2.1,99.0,211.8,2020-11-23
2020-11-30,2020,Hamburg,Germany,Europe,9,10,19.2,2.41,99.0,234.9,2020-11-30
2020-12-07,2020,Hamburg,Germany,Europe,9,4,15.7,1.97,99.0,188.9,2020-12-07
2020-12-14,2020,Hamburg,Germany,Europe,9,21,23.7,2.96,99.0,286.9,2020-12-14
2020-12-21,2020,Hamburg,Germany,Europe,9,25,46.5,5.81,99.0,555.8,2020-12-21
2020-12-28,2020,Hamburg,Germany,Europe,9,5,28.4,3.54,99.0,349.2,2020-12-28
2021-01-04,2021,Hamburg,Germany,Europe,9,15,32.2,4.02,99.0,380.2,2021-01-04
2021-01-11,2021,Hamburg,Germany,Europe,9,3,19.9,2.49,99.0,241.2,2021-01-11
2021-01-18,2021,Hamburg,Germany,Europe,9,5,27.2,3.4,99.0,335.1,2021-01-18
2021-01-25,2021,Hamburg,Germany,Europe,9,8,25.7,3.21,99.0,305.0,2021-01-25
2021-02-01,2021,Hamburg,Germany,Europe,9,42,41.0,5.13,99.0,492.1,2021-02-01
2021-02-08,2021,Hamburg,Germany,Europe,9,34,50.6,6.33,99.0,626.0,2021-02-08
2021-02-15,2021,Hamburg,Germany,Europe,9,19,35.5,4.44,99.0,428.8,2021-02-15
2021-02-22,2021,Hamburg,Germany,Europe,9,23,66.0,8.0,99.0,793.3,2021-02-22
2021-03-01,2021,Hamburg,Germany,Europe,9,23,53.1,6.64,99.0,643.3,2021-03-01
2021-03-08,2021,Hamburg,Germany,Europe,9,12,41.4,5.17,99.0,502.3,2021-03-08
2021-03-15,2021,Hamburg,Germany,Europe,9,13,34.8,4.35,99.0,422.9,2021-03-15
2021-03-22,2021,Hamburg,Germany,Europe,9,11,19.0,2.37,99.0,208.6,2021-03-22
2021-03-29,2021,Hamburg,Germany,Europe,9,26,38.8,4.85,99.0,471.8,2021-03-29
2021-04-05,2021,Hamburg,Germany,Europe,9,7,31.5,3.93,99.0,386.1,2021-04-05
2021-04-12,2021,Hamburg,Germany,Europe,9,37,47.5,5.94,99.0,576.4,2021-04-12
2021-04-19,2021,Hamburg,Germany,Europe,9,5,19.7,2.46,99.0,241.2,2021-04-19
2021-04-26,2021,Hamburg,Germany,Europe,9,30,70.2,8.0,99.0,834.8,2021-04-26
2021-05-03,2021,Hamburg,Germany,Europe,9,28,27.2,3.4,99.0,335.7,2021-05-03
2021-05-10,2021,Hamburg,Germany,Europe,9,16,32.6,4.07,99.0,387.0,2021-05-10
2021-05-17,2021,Hamburg,Germany,Europe,9,10,31.9,3.99,99.0,383.3,2021-05-17
2021-05-24,2021,Hamburg,Germany,Europe,9,14,25.8,3.23,99.0,308.3,2021-05-24
2021-05-31,2021,Hamburg,Germany,Europe,9,13,25.8,3.22,99.0,309.4,2021-05-31
2021-06-07,2021,Hamburg,Germany,Europe,9,10,55.6,6.95,99.0,667.0,2021-06-07
2021-06-14,2021,Hamburg,Germany,Europe,9,13,42.3,5.28,99.0,506.3,2021-06-14
2021-06-21,2021,Hamburg,Germany,Europe,9,10,30.6,3.83,99.0,370.8,2021-06-21
2021-06-28,2021,Hamburg,Germany,Europe,9,18,38.4,4.8,99.0,454.9,2021-06-28
2021-07-05,2021,Hamburg,Germany,Europe,9,18,29.8,3.73,99.0,364.2,2021-07-05
2021-07-12,2021,Hamburg,Germany,Europe,9,21,35.8,4.48,99.0,416.1,2021-07-12
2021-07-19,2021,Hamburg,Germany,Europe,9,13,32.9,4.11,99.0,390.1,2021-07-19
2021-07-26,2021,Hamburg,Germany,Europe,9,8,37.8,4.73,99.0,466.5,2021-07-26
2021-08-02,2021,Hamburg,Germany,Europe,9,8,18.9,2.36,99.0,220.6,2021-08-02
2021-08-09,2021,Hamburg,Germany,Europe,9,8,33.1,4.14,99.0,408.3,2021-08-09
2021-08-16,2021,Hamburg,Germany,Europe,9,37,50.2,6.28,99.0,600.5,2021-08-16
2021-08-23,2021,Hamburg,Germany,Europe,9,31,43.2,5.4,99.0,527.2,2021-08-23
2021-08-30,2021,Hamburg,Germany,Europe,9,59,51.3,6.41,99.0,613.5,2021-08-30
2021-09-06,2021,Hamburg,Germany,Europe,9,10,38.5,4.81,99.0,448.1,2021-09-06
2021-09-13,2021,Hamburg,Germany,Europe,9,13,29.0,3.63,99.0,357.0,2021-09-13
2021-09-20,2021,Hamburg,Germany,Europe,9,24,24.4,3.05,99.0,294.5,2021-09-20
2021-09-27,2021,Hamburg,Germany,Europe,9,6,18.8,2.35,99.0,226.6,2021-09-27
2021-10-04,2021,Hamburg,Germany,Europe,9,20,37.4,4.68,99.0,448.4,2021-10-04
2021-10-11,2021,Hamburg,Germany,Europe,9,48,63.0,7.87,99.0,768.2,2021-10-11
2021-10-18,2021,Hamburg,Germany,Europe,9,5,21.7,2.71,99.0,264.6,2021-10-18
2021-10-25,2021,Hamburg,Germany,Europe,9,15,31.9,3.99,99.0,385.5,2021-10-25
2021-11-01,2021,Hamburg,Germany,Europe,9,19,38.8,4.85,99.0,467.7,2021-11-01
2021-11-08,2021,Hamburg,Germany,Europe,9,7,29.0,3.63,99.0,365.5,2021-11-08
2021-11-15,2021,Hamburg,Germany,Europe,9,51,78.0,8.0,99.0,935.2,2021-11-15
2021-11-22,2021,Hamburg,Germany,Europe,9,16,42.2,5.27,99.0,489.7,2021-11-22
2021-11-29,2021,Hamburg,Germany,Europe,9,22,31.9,3.98,99.0,380.3,2021-11-29
2021-12-06,2021,Hamburg,Germany,Europe,9,39,45.5,5.68,99.0,534.6,2021-12-06
2021-12-13,2021,Hamburg,Germany,Europe,9,2,24.6,3.07,99.0,286.9,2021-12-13
2021-12-20,2021,Hamburg,Germany,Europe,9,24,58.7,7.34,99.0,697.0,2021-12-20
2021-12-27,2021,Hamburg,Germany,Europe,9,44,46.2,5.77,99.0,568.1,2021-12-27
2022-01-03,2022,Hamburg,Germany,Europe,9,14,29.6,3.7,99.0,358.7,2022-01-03
2022-01-10,2022,Hamburg,Germany,Europe,9,29,46.4,5.8,99.0,553.0,2022-01-10
2022-01-17,2022,Hamburg,Germany,Europe,9,8,34.2,4.27,99.0,433.0,2022-01-17
2022-01-24,2022,Hamburg,Germany,Europe,9,6,12.5,1.57,99.0,148.5,2022-01-24
2022-01-31,2022,Hamburg,Germany,Europe,9,13,25.0,3.12,99.0,301.5,2022-01-31
2022-02-07,2022,Hamburg,Germany,Europe,9,23,22.9,2.87,99.0,279.9,2022-02-07
2022-02-14,2022,Hamburg,Germany,Europe,9,15,21.7,2.72,99.0,264.1,2022-02-14
2022-02-21,2022,Hamburg,Germany,Europe,9,6,19.5,2.44,99.0,228.1,2022-02-21
2022-02-28,2022,Hamburg,Germany,Europe,9,8,32.2,4.02,99.0,380.8,2022-02-28
2022-03-07,2022,Hamburg,Germany,Europe,9,6,19.9,2.49,99.0,242.0,2022-03-07
2022-03-14,2022,Hamburg,Germany,Europe,9,6,27.1,3.39,99.0,316.3,2022-03-14
2022-03-21,2022,Hamburg,Germany,Europe,9,22,32.2,4.03,99.0,388.8,2022-03-21
2022-03-28,2022,Hamburg,Germany,Europe,9,20,44.9,5.62,99.0,543.8,2022-03-28
2022-04-04,2022,Hamburg,Germany,Europe,9,8,18.9,2.36,99.0,221.3,2022-04-04
2022-04-11,2022,Hamburg,Germany,Europe,9,17,24.6,3.08,99.0,303.1,2022-04-11
2022-04-18,2022,Hamburg,Germany,Europe,9,12,29.4,3.67,99.0,355.5,2022-04-18
2022-04-25,2022,Hamburg,Germany,Europe,9,0,13.4,1.68,99.0,163.0,2022-04-25
2022-05-02,2022,Hamburg,Germany,Europe,9,20,23.2,2.9,99.0,276.4,2022-05-02
2022-05-09,2022,Hamburg,Germany,Europe,9,35,40.3,5.03,99.0,476.9,2022-05-09
2022-05-16,2022,Hamburg,Germany,Europe,9,3,22.5,2.81,99.0,261.8,2022-05-16
2022-05-23,2022,Hamburg,Germany,Europe,9,13,24.1,3.01,99.0,278.7,2022-05-23
2022-05-30,2022,Hamburg,Germany,Europe,9,11,22.8,2.85,99.0,271.6,2022-05-30
2022-06-06,2022,Hamburg,Germany,Europe,9,2,21.5,2.69,99.0,256.2,2022-06-06
2022-06-13,2022,Hamburg,Germany,Europe,9,12,24.2,3.02,99.0,295.8,2022-06-13
2022-06-20,2022,Hamburg,Germany,Europe,9,2,22.0,2.75,99.0,266.6,2022-06-20
2022-06-27,2022,Hamburg,Germany,Europe,9,11,19.9,2.49,99.0,253.2,2022-06-27
2022-07-04,2022,Hamburg,Germany,Europe,9,8,11.5,1.44,99.0,137.7,2022-07-04
2022-07-11,2022,Hamburg,Germany,Europe,9,5,9.9,1.24,99.0,121.2,2022-07-11
2022-07-18,2022,Hamburg,Germany,Europe,9,1,8.5,1.07,89.9,106.6,2022-07-18
2022-07-25,2022,Hamburg,Germany,Europe,9,5,12.1,1.51,99.0,137.1,2022-07-25
2022-08-01,2022,Hamburg,Germany,Europe,9,2,11.9,1.49,99.0,137.6,2022-08-01
2022-08-08,2022,Hamburg,Germany,Europe,9,1,4.8,0.6,43.0,55.7,2022-08-08
2022-08-15,2022,Hamburg,Germany,Europe,9,10,10.8,1.35,99.0,132.3,2022-08-15
2022-08-22,2022,Hamburg,Germany,Europe,9,8,12.2,1.53,99.0,148.9,2022-08-22
2022-08-29,2022,Hamburg,Germany,Europe,9,0,12.9,1.61,99.0,167.5,2022-08-29
2022-09-05,2022,Hamburg,Germany,Europe,9,1,11.4,1.43,99.0,131.3,2022-09-05
2022-09-12,2022,Hamburg,Germany,Europe,9,2,12.3,1.54,99.0,136.6,2022-09-12
2022-09-19,2022,Hamburg,Germany,Europe,9,0,11.0,1.37,99.0,128.4,2022-09-19
2022-09-26,2022,Hamburg,Germany,Europe,9,5,14.3,1.79,99.0,164.0,2022-09-26
2022-10-03,2022,Hamburg,Germany,Europe,9,4,10.1,1.26,99.0,123.7,2022-10-03
2022-10-10,2022,Hamburg,Germany,Europe,9,7,12.9,1.62,99.0,148.0,2022-10-10
2022-10-17,2022,Hamburg,Germany,Europe,9,10,11.9,1.49,99.0,146.7,2022-10-17
2022-10-24,2022,Hamburg,Germany,Europe,9,11,12.8,1.6,99.0,154.3,2022-10-24
2022-10-31,2022,Hamburg,Germany,Europe,9,3,12.0,1.5,99.0,133.6,2022-10-31
2022-11-07,2022,Hamburg,Germany,Europe,9,9,15.7,1.96,99.0,190.1,2022-11-07
2022-11-14,2022,Hamburg,Germany,Europe,9,10,14.4,1.8,99.0,148.1,2022-11-14
2022-11-21,2022,Hamburg,Germany,Europe,9,3,11.9,1.49,99.0,150.7,2022-11-21
2022-11-28,2022,Hamburg,Germany,Europe,9,13,14.3,1.78,99.0,185.2,2022-11-28
2022-12-05,2022,Hamburg,Germany,Europe,9,13,15.2,1.91,99.0,172.6,2022-12-05
2022-12-12,2022,Hamburg,Germany,Europe,9,10,20.1,2.51,99.0,236.6,2022-12-12
2022-12-19,2022,Hamburg,Germany,Europe,9,0,13.7,1.72,99.0,164.1,2022-12-19
2022-12-26,2022,Hamburg,Germany,Europe,9,9,12.1,1.52,99.0,150.8,2022-12-26
2023-01-02,2023,Hamburg,Germany,Europe,9,15,14.7,1.83,99.0,172.4,2023-01-02
2023-01-09,2023,Hamburg,Germany,Europe,9,7,7.9,0.98,79.60000000000001,94.1,2023-01-09
2023-01-16,2023,Hamburg,Germany,Europe,9,1,7.2,0.9,72.8,89.3,2023-01-16
2023-01-23,2023,Hamburg,Germany,Europe,9,4,6.6,0.83,58.4,90.5,2023-01-23
2023-01-30,2023,Hamburg,Germany,Europe,9,4,11.4,1.42,99.0,139.4,2023-01-30
2023-02-06,2023,Hamburg,Germany,Europe,9,7,15.0,1.88,99.0,178.2,2023-02-06
2023-02-13,2023,Hamburg,Germany,Europe,9,10,11.5,1.44,99.0,143.6,2023-02-13
2023-02-20,2023,Hamburg,Germany,Europe,9,0,8.7,1.08,85.3,106.9,2023-02-20
2023-02-27,2023,Hamburg,Germany,Europe,9,1,10.5,1.31,99.0,128.2,2023-02-27
2023-03-06,2023,Hamburg,Germany,Europe,9,1,8.6,1.08,83.3,109.0,2023-03-06
2023-03-13,2023,Hamburg,Germany,Europe,9,3,12.0,1.5,99.0,150.9,2023-03-13
2023-03-20,2023,Hamburg,Germany,Europe,9,4,8.1,1.01,83.89999999999999,86.5,2023-03-20
2023-03-27,2023,Hamburg,Germany,Europe,9,13,14.4,1.8,99.0,170.2,2023-03-27
2023-04-03,2023,Hamburg,Germany,Europe,9,6,14.0,1.75,99.0,167.0,2023-04-03
2023-04-10,2023,Hamburg,Germany,Europe,9,8,12.1,1.52,99.0,143.6,2023-04-10
2023-04-17,2023,Hamburg,Germany,Europe,9,6,13.8,1.72,99.0,175.3,2023-04-17
2023-04-24,2023,Hamburg,Germany,Europe,9,7,10.2,1.28,94.19999999999999,121.9,2023-04-24
2023-05-01,2023,Hamburg,Germany,Europe,9,5,12.3,1.53,99.0,128.1,2023-05-01
2023-05-08,2023,Hamburg,Germany,Europe,9,8,15.8,1.98,99.0,197.1,2023-05-08
2023-05-15,2023,Hamburg,Germany,Europe,9,5,12.5,1.57,99.0,161.9,2023-05-15
2023-05-22,2023,Hamburg,Germany,Europe,9,10,11.0,1.38,99.0,119.4,2023-05-22
2023-05-29,2023,Hamburg,Germany,Europe,9,4,13.8,1.73,99.0,176.6,2023-05-29
2023-06-05,2023,Hamburg,Germany,Europe,9,11,16.1,2.01,99.0,179.4,2023-06-05
2023-06-12,2023,Hamburg,Germany,Europe,9,1,15.7,1.96,99.0,193.7,2023-06-12
2023-06-19,2023,Hamburg,Germany,Europe,9,6,10.6,1.32,99.0,125.5,2023-06-19
